timestep_time,vehicle_acceleration,vehicle_angle,vehicle_id,vehicle_lane,vehicle_pos,vehicle_slope,vehicle_speed,vehicle_type,vehicle_x,vehicle_y
0.00,0.00,90.00,0,e0_0,5.10,0.00,0.00,Car,5.10,-1.60
1.00,2.60,90.00,0,e0_0,7.70,0.00,2.60,Car,7.70,-1.60
2.00,2.60,90.00,0,e0_0,12.90,0.00,5.20,Car,12.90,-1.60
2.00,0.00,90.00,1,e0_0,5.10,0.00,0.00,Car,5.10,-1.60
3.00,2.60,90.00,0,e0_0,20.70,0.00,7.80,Car,20.70,-1.60
3.00,1.30,90.00,1,e0_0,6.40,0.00,1.30,Car,6.40,-1.60
4.00,2.60,90.00,0,e0_0,31.10,0.00,10.40,Car,31.10,-1.60
4.00,2.60,90.00,1,e0_0,10.30,0.00,3.90,Car,10.30,-1.60
5.00,2.60,90.00,0,e0_0,44.10,0.00,13.00,Car,44.10,-1.60
5.00,2.60,90.00,1,e0_0,16.80,0.00,6.50,Car,16.80,-1.60
5.00,0.00,90.00,2,e0_0,5.10,0.00,0.00,Car,5.10,-1.60
6.00,2.60,90.00,0,e0_0,59.70,0.00,15.60,Car,59.70,-1.60
6.00,2.60,90.00,1,e0_0,25.90,0.00,9.10,Car,25.90,-1.60
6.00,2.60,90.00,2,e0_0,7.70,0.00,2.60,Car,7.70,-1.60
7.00,2.60,90.00,0,e0_0,77.90,0.00,18.20,Car,77.90,-1.60
7.00,2.60,90.00,1,e0_0,37.59,0.00,11.70,Car,37.59,-1.60
7.00,2.60,90.00,2,e0_0,12.90,0.00,5.20,Car,12.90,-1.60
7.00,0.00,90.00,3,e0_0,5.10,0.00,0.00,Car,5.10,-1.60
8.00,2.60,90.00,0,e0_0,98.70,0.00,20.80,Car,98.70,-1.60
8.00,2.60,90.00,1,e0_0,51.89,0.00,14.30,Car,51.89,-1.60
8.00,2.60,90.00,2,e0_0,20.70,0.00,7.80,Car,20.70,-1.60
8.00,1.30,90.00,3,e0_0,6.40,0.00,1.30,Car,6.40,-1.60
9.00,2.60,90.00,0,e0_0,122.10,0.00,23.40,Car,122.10,-1.60
9.00,2.60,90.00,1,e0_0,68.79,0.00,16.90,Car,68.79,-1.60
9.00,2.60,90.00,2,e0_0,31.10,0.00,10.40,Car,31.10,-1.60
9.00,2.60,90.00,3,e0_0,10.30,0.00,3.90,Car,10.30,-1.60
10.00,2.60,90.00,0,e0_0,148.10,0.00,26.00,Car,148.10,-1.60
10.00,2.60,90.00,1,e0_0,88.29,0.00,19.50,Car,88.29,-1.60
10.00,2.60,90.00,2,e0_0,44.10,0.00,13.00,Car,44.10,-1.60
10.00,2.60,90.00,3,e0_0,16.80,0.00,6.50,Car,16.80,-1.60
10.00,0.00,90.00,4,e0_0,5.10,0.00,0.00,Car,5.10,-1.60
11.00,2.60,90.00,0,e0_0,176.70,0.00,28.60,Car,176.70,-1.60
11.00,2.60,90.00,1,e0_0,110.39,0.00,22.10,Car,110.39,-1.60
11.00,2.60,90.00,2,e0_0,59.70,0.00,15.60,Car,59.70,-1.60
11.00,2.60,90.00,3,e0_0,25.90,0.00,9.10,Car,25.90,-1.60
11.00,2.60,90.00,4,e0_0,7.70,0.00,2.60,Car,7.70,-1.60
12.00,2.60,90.00,0,e0_0,207.90,0.00,31.20,Car,207.90,-1.60
12.00,2.60,90.00,1,e0_0,135.09,0.00,24.70,Car,135.09,-1.60
12.00,2.60,90.00,2,e0_0,77.90,0.00,18.20,Car,77.90,-1.60
12.00,2.60,90.00,3,e0_0,37.59,0.00,11.70,Car,37.59,-1.60
12.00,2.60,90.00,4,e0_0,12.90,0.00,5.20,Car,12.90,-1.60
13.00,2.33,90.00,0,e0_0,241.43,0.00,33.53,Car,241.43,-1.60
13.00,2.60,90.00,1,e0_0,162.39,0.00,27.30,Car,162.39,-1.60
13.00,2.60,90.00,2,e0_0,98.70,0.00,20.80,Car,98.70,-1.60
13.00,2.60,90.00,3,e0_0,51.89,0.00,14.30,Car,51.89,-1.60
13.00,2.60,90.00,4,e0_0,20.70,0.00,7.80,Car,20.70,-1.60
14.00,0.00,90.00,0,e0_0,274.96,0.00,33.53,Car,274.96,-1.60
14.00,1.66,90.00,1,e0_0,191.35,0.00,28.96,Car,191.35,-1.60
14.00,2.60,90.00,2,e0_0,122.10,0.00,23.40,Car,122.10,-1.60
14.00,2.60,90.00,3,e0_0,68.79,0.00,16.90,Car,68.79,-1.60
14.00,2.60,90.00,4,e0_0,31.10,0.00,10.40,Car,31.10,-1.60
15.00,0.00,90.00,0,e0_0,308.48,0.00,33.53,Car,308.48,-1.60
15.00,1.00,90.00,1,e0_0,221.32,0.00,29.96,Car,221.32,-1.60
15.00,2.60,90.00,2,e0_0,148.10,0.00,26.00,Car,148.10,-1.60
15.00,2.60,90.00,3,e0_0,88.29,0.00,19.50,Car,88.29,-1.60
15.00,2.60,90.00,4,e0_0,44.10,0.00,13.00,Car,44.10,-1.60
16.00,0.00,90.00,0,e0_0,342.01,0.00,33.53,Car,342.01,-1.60
16.00,0.60,90.00,1,e0_0,251.88,0.00,30.56,Car,251.88,-1.60
16.00,2.60,90.00,2,e0_0,176.70,0.00,28.60,Car,176.70,-1.60
16.00,2.60,90.00,3,e0_0,110.39,0.00,22.10,Car,110.39,-1.60
16.00,2.60,90.00,4,e0_0,59.70,0.00,15.60,Car,59.70,-1.60
17.00,0.00,90.00,0,e0_0,375.54,0.00,33.53,Car,375.54,-1.60
17.00,0.36,90.00,1,e0_0,282.80,0.00,30.92,Car,282.80,-1.60
17.00,1.97,90.00,2,e0_0,207.27,0.00,30.57,Car,207.27,-1.60
17.00,2.60,90.00,3,e0_0,135.09,0.00,24.70,Car,135.09,-1.60
17.00,2.60,90.00,4,e0_0,77.90,0.00,18.20,Car,77.90,-1.60
18.00,0.00,90.00,0,e0_0,409.07,0.00,33.53,Car,409.07,-1.60
18.00,0.22,90.00,1,e0_0,313.94,0.00,31.14,Car,313.94,-1.60
18.00,1.18,90.00,2,e0_0,239.03,0.00,31.75,Car,239.03,-1.60
18.00,2.60,90.00,3,e0_0,162.39,0.00,27.30,Car,162.39,-1.60
18.00,2.60,90.00,4,e0_0,98.70,0.00,20.80,Car,98.70,-1.60
19.00,0.00,90.00,0,e0_0,442.60,0.00,33.53,Car,442.60,-1.60
19.00,0.13,90.00,1,e0_0,345.21,0.00,31.27,Car,345.21,-1.60
19.00,0.71,90.00,2,e0_0,271.49,0.00,32.46,Car,271.49,-1.60
19.00,2.49,90.00,3,e0_0,192.18,0.00,29.79,Car,192.18,-1.60
19.00,2.60,90.00,4,e0_0,122.10,0.00,23.40,Car,122.10,-1.60
20.00,0.00,90.00,0,e0_0,476.12,0.00,33.53,Car,476.12,-1.60
20.00,0.08,90.00,1,e0_0,376.55,0.00,31.34,Car,376.55,-1.60
20.00,0.43,90.00,2,e0_0,304.38,0.00,32.89,Car,304.38,-1.60
20.00,1.49,90.00,3,e0_0,223.47,0.00,31.29,Car,223.47,-1.60
20.00,2.60,90.00,4,e0_0,148.10,0.00,26.00,Car,148.10,-1.60
21.00,0.00,90.00,0,e0_0,509.65,0.00,33.53,Car,509.65,-1.60
21.00,0.05,90.00,1,e0_0,407.94,0.00,31.39,Car,407.94,-1.60
21.00,0.26,90.00,2,e0_0,337.52,0.00,33.14,Car,337.52,-1.60
21.00,0.90,90.00,3,e0_0,255.65,0.00,32.18,Car,255.65,-1.60
21.00,2.60,90.00,4,e0_0,176.70,0.00,28.60,Car,176.70,-1.60
22.00,0.00,90.00,0,e0_0,543.18,0.00,33.53,Car,543.18,-1.60
22.00,0.03,90.00,1,e0_0,439.36,0.00,31.42,Car,439.36,-1.60
22.00,0.15,90.00,2,e0_0,370.82,0.00,33.30,Car,370.82,-1.60
22.00,0.54,90.00,3,e0_0,288.37,0.00,32.72,Car,288.37,-1.60
22.00,1.97,90.00,4,e0_0,207.27,0.00,30.57,Car,207.27,-1.60
23.00,0.00,90.00,0,e0_0,576.71,0.00,33.53,Car,576.71,-1.60
23.00,0.02,90.00,1,e0_0,470.80,0.00,31.44,Car,470.80,-1.60
23.00,0.09,90.00,2,e0_0,404.21,0.00,33.39,Car,404.21,-1.60
23.00,0.32,90.00,3,e0_0,321.41,0.00,33.04,Car,321.41,-1.60
23.00,1.18,90.00,4,e0_0,239.03,0.00,31.75,Car,239.03,-1.60
24.00,0.00,90.00,0,e0_0,610.24,0.00,33.53,Car,610.24,-1.60
24.00,0.01,90.00,1,e0_0,502.24,0.00,31.45,Car,502.24,-1.60
24.00,0.06,90.00,2,e0_0,437.66,0.00,33.45,Car,437.66,-1.60
24.00,0.19,90.00,3,e0_0,354.65,0.00,33.24,Car,354.65,-1.60
24.00,0.71,90.00,4,e0_0,271.49,0.00,32.46,Car,271.49,-1.60
25.00,0.00,90.00,0,e0_0,643.76,0.00,33.53,Car,643.76,-1.60
25.00,0.01,90.00,1,e0_0,533.70,0.00,31.45,Car,533.70,-1.60
25.00,0.03,90.00,2,e0_0,471.13,0.00,33.48,Car,471.13,-1.60
25.00,0.12,90.00,3,e0_0,388.00,0.00,33.35,Car,388.00,-1.60
25.00,0.43,90.00,4,e0_0,304.38,0.00,32.89,Car,304.38,-1.60
26.00,0.00,90.00,0,e0_0,677.29,0.00,33.53,Car,677.29,-1.60
26.00,0.00,90.00,1,e0_0,565.15,0.00,31.46,Car,565.15,-1.60
26.00,0.02,90.00,2,e0_0,504.63,0.00,33.50,Car,504.63,-1.60
26.00,0.07,90.00,3,e0_0,421.43,0.00,33.42,Car,421.43,-1.60
26.00,0.26,90.00,4,e0_0,337.52,0.00,33.14,Car,337.52,-1.60
27.00,0.00,90.00,0,e0_0,710.82,0.00,33.53,Car,710.82,-1.60
27.00,0.00,90.00,1,e0_0,596.61,0.00,31.46,Car,596.61,-1.60
27.00,0.01,90.00,2,e0_0,538.14,0.00,33.51,Car,538.14,-1.60
27.00,0.04,90.00,3,e0_0,454.89,0.00,33.47,Car,454.89,-1.60
27.00,0.15,90.00,4,e0_0,370.82,0.00,33.30,Car,370.82,-1.60
28.00,0.00,90.00,0,e0_0,744.35,0.00,33.53,Car,744.35,-1.60
28.00,0.00,90.00,1,e0_0,628.07,0.00,31.46,Car,628.07,-1.60
28.00,0.01,90.00,2,e0_0,571.66,0.00,33.52,Car,571.66,-1.60
28.00,0.03,90.00,3,e0_0,488.38,0.00,33.49,Car,488.38,-1.60
28.00,0.09,90.00,4,e0_0,404.21,0.00,33.39,Car,404.21,-1.60
29.00,0.00,90.00,0,e0_0,777.88,0.00,33.53,Car,777.88,-1.60
29.00,0.00,90.00,1,e0_0,659.53,0.00,31.46,Car,659.53,-1.60
29.00,-0.04,90.00,2,e0_0,605.14,0.00,33.48,Car,605.14,-1.60
29.00,0.02,90.00,3,e0_0,521.89,0.00,33.51,Car,521.89,-1.60
29.00,0.06,90.00,4,e0_0,437.66,0.00,33.45,Car,437.66,-1.60
30.00,0.00,90.00,0,e0_0,811.40,0.00,33.53,Car,811.40,-1.60
30.00,0.00,90.00,1,e0_0,690.99,0.00,31.46,Car,690.99,-1.60
30.00,-0.05,90.00,2,e0_0,638.57,0.00,33.43,Car,638.57,-1.60
30.00,0.01,90.00,3,e0_0,555.40,0.00,33.51,Car,555.40,-1.60
30.00,0.03,90.00,4,e0_0,471.13,0.00,33.48,Car,471.13,-1.60
31.00,0.00,90.00,0,e0_0,844.93,0.00,33.53,Car,844.93,-1.60
31.00,0.00,90.00,1,e0_0,722.45,0.00,31.46,Car,722.45,-1.60
31.00,-0.06,90.00,2,e0_0,671.95,0.00,33.37,Car,671.95,-1.60
31.00,0.01,90.00,3,e0_0,588.92,0.00,33.52,Car,588.92,-1.60
31.00,0.02,90.00,4,e0_0,504.63,0.00,33.50,Car,504.63,-1.60
32.00,0.00,90.00,0,e0_0,878.46,0.00,33.53,Car,878.46,-1.60
32.00,0.00,90.00,1,e0_0,753.91,0.00,31.46,Car,753.91,-1.60
32.00,-0.06,90.00,2,e0_0,705.26,0.00,33.31,Car,705.26,-1.60
32.00,0.00,90.00,3,e0_0,622.44,0.00,33.52,Car,622.44,-1.60
32.00,0.01,90.00,4,e0_0,538.14,0.00,33.51,Car,538.14,-1.60
33.00,0.00,90.00,0,e0_0,911.99,0.00,33.53,Car,911.99,-1.60
33.00,0.00,90.00,1,e0_0,785.37,0.00,31.46,Car,785.37,-1.60
33.00,-0.07,90.00,2,e0_0,738.50,0.00,33.24,Car,738.50,-1.60
33.00,0.00,90.00,3,e0_0,655.97,0.00,33.53,Car,655.97,-1.60
33.00,0.01,90.00,4,e0_0,571.66,0.00,33.52,Car,571.66,-1.60
34.00,0.00,90.00,0,e0_0,945.52,0.00,33.53,Car,945.52,-1.60
34.00,0.00,90.00,1,e0_0,816.83,0.00,31.46,Car,816.83,-1.60
34.00,-0.07,90.00,2,e0_0,771.67,0.00,33.17,Car,771.67,-1.60
34.00,0.00,90.00,3,e0_0,689.50,0.00,33.53,Car,689.50,-1.60
34.00,0.00,90.00,4,e0_0,605.18,0.00,33.52,Car,605.18,-1.60
35.00,0.00,90.00,0,e0_0,979.04,0.00,33.53,Car,979.04,-1.60
35.00,0.00,90.00,1,e0_0,848.30,0.00,31.46,Car,848.30,-1.60
35.00,-0.08,90.00,2,e0_0,804.76,0.00,33.09,Car,804.76,-1.60
35.00,0.00,90.00,3,e0_0,723.02,0.00,33.53,Car,723.02,-1.60
35.00,0.00,90.00,4,e0_0,638.71,0.00,33.52,Car,638.71,-1.60
36.00,0.00,90.00,0,e0_0,1012.57,0.00,33.53,Car,1012.57,-1.60
36.00,0.00,90.00,1,e0_0,879.76,0.00,31.46,Car,879.76,-1.60
36.00,-0.08,90.00,2,e0_0,837.77,0.00,33.01,Car,837.77,-1.60
36.00,0.00,90.00,3,e0_0,756.55,0.00,33.53,Car,756.55,-1.60
36.00,0.00,90.00,4,e0_0,672.23,0.00,33.53,Car,672.23,-1.60
37.00,0.00,90.00,0,e0_0,1046.10,0.00,33.53,Car,1046.10,-1.60
37.00,0.00,90.00,1,e0_0,911.22,0.00,31.46,Car,911.22,-1.60
37.00,-0.54,90.00,2,e0_0,870.23,0.00,32.47,Car,870.23,-1.60
37.00,0.00,90.00,3,e0_0,790.08,0.00,33.53,Car,790.08,-1.60
37.00,0.00,90.00,4,e0_0,705.76,0.00,33.53,Car,705.76,-1.60
38.00,0.00,90.00,0,e0_0,1079.63,0.00,33.53,Car,1079.63,-1.60
38.00,0.00,90.00,1,e0_0,942.68,0.00,31.46,Car,942.68,-1.60
38.00,-0.74,90.00,2,e0_0,901.96,0.00,31.72,Car,901.96,-1.60
38.00,0.00,90.00,3,e0_0,823.61,0.00,33.53,Car,823.61,-1.60
38.00,0.00,90.00,4,e0_0,739.29,0.00,33.53,Car,739.29,-1.60
39.00,0.00,90.00,0,e0_0,1113.16,0.00,33.53,Car,1113.16,-1.60
39.00,0.00,90.00,1,e0_0,974.14,0.00,31.46,Car,974.14,-1.60
39.00,-0.50,90.00,2,e0_0,933.18,0.00,31.22,Car,933.18,-1.60
39.00,0.00,90.00,3,e0_0,857.13,0.00,33.53,Car,857.13,-1.60
39.00,0.00,90.00,4,e0_0,772.81,0.00,33.53,Car,772.81,-1.60
40.00,0.00,90.00,0,e0_0,1146.68,0.00,33.53,Car,1146.68,-1.60
40.00,0.00,90.00,1,e0_0,1005.60,0.00,31.46,Car,1005.60,-1.60
40.00,-0.13,90.00,2,e0_0,964.27,0.00,31.09,Car,964.27,-1.60
40.00,0.00,90.00,3,e0_0,890.66,0.00,33.53,Car,890.66,-1.60
40.00,0.00,90.00,4,e0_0,806.34,0.00,33.53,Car,806.34,-1.60
41.00,0.00,90.00,0,e0_0,1180.21,0.00,33.53,Car,1180.21,-1.60
41.00,0.00,90.00,1,e0_0,1037.06,0.00,31.46,Car,1037.06,-1.60
41.00,0.01,90.00,2,e0_0,995.38,0.00,31.11,Car,995.38,-1.60
41.00,0.00,90.00,3,e0_0,924.19,0.00,33.53,Car,924.19,-1.60
41.00,0.00,90.00,4,e0_0,839.87,0.00,33.53,Car,839.87,-1.60
42.00,0.00,90.00,0,e0_0,1213.74,0.00,33.53,Car,1213.74,-1.60
42.00,0.00,90.00,1,e0_0,1068.53,0.00,31.46,Car,1068.53,-1.60
42.00,0.02,90.00,2,e0_0,1026.50,0.00,31.13,Car,1026.50,-1.60
42.00,0.00,90.00,3,e0_0,957.72,0.00,33.53,Car,957.72,-1.60
42.00,0.00,90.00,4,e0_0,873.40,0.00,33.53,Car,873.40,-1.60
43.00,0.00,90.00,0,e0_0,1247.27,0.00,33.53,Car,1247.27,-1.60
43.00,0.00,90.00,1,e0_0,1099.99,0.00,31.46,Car,1099.99,-1.60
43.00,0.02,90.00,2,e0_0,1057.65,0.00,31.15,Car,1057.65,-1.60
43.00,0.00,90.00,3,e0_0,991.25,0.00,33.53,Car,991.25,-1.60
43.00,0.00,90.00,4,e0_0,906.92,0.00,33.53,Car,906.92,-1.60
44.00,0.00,90.00,0,e0_0,1280.80,0.00,33.53,Car,1280.80,-1.60
44.00,0.00,90.00,1,e0_0,1131.45,0.00,31.46,Car,1131.45,-1.60
44.00,0.02,90.00,2,e0_0,1088.82,0.00,31.17,Car,1088.82,-1.60
44.00,0.00,90.00,3,e0_0,1024.77,0.00,33.53,Car,1024.77,-1.60
44.00,0.00,90.00,4,e0_0,940.45,0.00,33.53,Car,940.45,-1.60
45.00,0.00,90.00,0,e0_0,1314.32,0.00,33.53,Car,1314.32,-1.60
45.00,0.00,90.00,1,e0_0,1162.91,0.00,31.46,Car,1162.91,-1.60
45.00,0.02,90.00,2,e0_0,1120.02,0.00,31.19,Car,1120.02,-1.60
45.00,0.00,90.00,3,e0_0,1058.30,0.00,33.53,Car,1058.30,-1.60
45.00,0.00,90.00,4,e0_0,973.98,0.00,33.53,Car,973.98,-1.60
46.00,0.00,90.00,0,e0_0,1347.85,0.00,33.53,Car,1347.85,-1.60
46.00,0.00,90.00,1,e0_0,1194.37,0.00,31.46,Car,1194.37,-1.60
46.00,0.02,90.00,2,e0_0,1151.24,0.00,31.22,Car,1151.24,-1.60
46.00,0.00,90.00,3,e0_0,1091.83,0.00,33.53,Car,1091.83,-1.60
46.00,0.00,90.00,4,e0_0,1007.51,0.00,33.53,Car,1007.51,-1.60
47.00,0.00,90.00,0,e0_0,1381.38,0.00,33.53,Car,1381.38,-1.60
47.00,0.00,90.00,1,e0_0,1225.83,0.00,31.46,Car,1225.83,-1.60
47.00,0.02,90.00,2,e0_0,1182.48,0.00,31.24,Car,1182.48,-1.60
47.00,0.00,90.00,3,e0_0,1125.36,0.00,33.53,Car,1125.36,-1.60
47.00,0.00,90.00,4,e0_0,1041.04,0.00,33.53,Car,1041.04,-1.60
48.00,0.00,90.00,0,e0_0,1414.91,0.00,33.53,Car,1414.91,-1.60
48.00,0.00,90.00,1,e0_0,1257.29,0.00,31.46,Car,1257.29,-1.60
48.00,0.02,90.00,2,e0_0,1213.74,0.00,31.26,Car,1213.74,-1.60
48.00,-0.05,90.00,3,e0_0,1158.84,0.00,33.48,Car,1158.84,-1.60
48.00,0.00,90.00,4,e0_0,1074.56,0.00,33.53,Car,1074.56,-1.60
49.00,0.00,90.00,0,e0_0,1448.44,0.00,33.53,Car,1448.44,-1.60
49.00,0.00,90.00,1,e0_0,1288.76,0.00,31.46,Car,1288.76,-1.60
49.00,0.02,90.00,2,e0_0,1245.02,0.00,31.29,Car,1245.02,-1.60
49.00,-0.06,90.00,3,e0_0,1192.26,0.00,33.43,Car,1192.26,-1.60
49.00,0.00,90.00,4,e0_0,1108.09,0.00,33.53,Car,1108.09,-1.60
50.00,0.00,90.00,0,e0_0,1481.96,0.00,33.53,Car,1481.96,-1.60
50.00,0.00,90.00,1,e0_0,1320.22,0.00,31.46,Car,1320.22,-1.60
50.00,0.02,90.00,2,e0_0,1276.33,0.00,31.31,Car,1276.33,-1.60
50.00,-0.06,90.00,3,e0_0,1225.63,0.00,33.36,Car,1225.63,-1.60
50.00,0.00,90.00,4,e0_0,1141.62,0.00,33.53,Car,1141.62,-1.60
51.00,0.00,90.00,0,e0_0,1515.49,0.00,33.53,Car,1515.49,-1.60
51.00,0.00,90.00,1,e0_0,1351.68,0.00,31.46,Car,1351.68,-1.60
51.00,0.02,90.00,2,e0_0,1307.66,0.00,31.33,Car,1307.66,-1.60
51.00,-0.07,90.00,3,e0_0,1258.92,0.00,33.29,Car,1258.92,-1.60
51.00,0.00,90.00,4,e0_0,1175.15,0.00,33.53,Car,1175.15,-1.60
52.00,0.00,90.00,0,e0_0,1549.02,0.00,33.53,Car,1549.02,-1.60
52.00,0.00,90.00,1,e0_0,1383.14,0.00,31.46,Car,1383.14,-1.60
52.00,0.02,90.00,2,e0_0,1339.01,0.00,31.35,Car,1339.01,-1.60
52.00,-0.07,90.00,3,e0_0,1292.14,0.00,33.22,Car,1292.14,-1.60
52.00,0.00,90.00,4,e0_0,1208.68,0.00,33.53,Car,1208.68,-1.60
53.00,0.00,90.00,0,e0_0,1582.55,0.00,33.53,Car,1582.55,-1.60
53.00,0.00,90.00,1,e0_0,1414.60,0.00,31.46,Car,1414.60,-1.60
53.00,0.02,90.00,2,e0_0,1370.38,0.00,31.37,Car,1370.38,-1.60
53.00,-0.08,90.00,3,e0_0,1325.28,0.00,33.14,Car,1325.28,-1.60
53.00,0.00,90.00,4,e0_0,1242.20,0.00,33.53,Car,1242.20,-1.60
54.00,0.00,90.00,0,e1_0,6.64,0.00,33.53,Car,1620.02,-1.60
54.00,0.00,90.00,1,e0_0,1446.06,0.00,31.46,Car,1446.06,-1.60
54.00,0.02,90.00,2,e0_0,1401.77,0.00,31.39,Car,1401.77,-1.60
54.00,-0.08,90.00,3,e0_0,1358.34,0.00,33.06,Car,1358.34,-1.60
54.00,0.00,90.00,4,e0_0,1275.73,0.00,33.53,Car,1275.73,-1.60
55.00,0.00,90.00,0,e1_0,40.16,0.00,33.53,Car,1673.98,-1.60
55.00,0.00,90.00,1,e0_0,1477.52,0.00,31.46,Car,1477.52,-1.60
55.00,0.02,90.00,2,e0_0,1433.18,0.00,31.41,Car,1433.18,-1.60
55.00,-0.09,90.00,3,e0_0,1391.31,0.00,32.97,Car,1391.31,-1.60
55.00,0.00,90.00,4,e0_0,1309.26,0.00,33.53,Car,1309.26,-1.60
56.00,0.00,90.00,0,e1_0,73.69,0.00,33.53,Car,1727.94,-1.60
56.00,0.00,90.00,1,e0_0,1508.99,0.00,31.46,Car,1508.99,-1.60
56.00,0.02,90.00,2,e0_0,1464.61,0.00,31.43,Car,1464.61,-1.60
56.00,-0.58,90.00,3,e0_0,1423.70,0.00,32.40,Car,1423.70,-1.60
56.00,0.00,90.00,4,e0_0,1342.79,0.00,33.53,Car,1342.79,-1.60
57.00,0.00,90.00,0,e1_0,107.22,0.00,33.53,Car,1781.89,-1.60
57.00,0.00,90.00,1,e0_0,1540.45,0.00,31.46,Car,1540.45,-1.60
57.00,0.02,90.00,2,e0_0,1496.06,0.00,31.45,Car,1496.06,-1.60
57.00,-0.75,90.00,3,e0_0,1455.35,0.00,31.65,Car,1455.35,-1.60
57.00,0.00,90.00,4,e0_0,1376.32,0.00,33.53,Car,1376.32,-1.60
58.00,0.00,90.00,0,e1_0,140.75,0.00,33.53,Car,1835.85,-1.60
58.00,0.00,90.00,1,e0_0,1571.91,0.00,31.46,Car,1571.91,-1.60
58.00,0.02,90.00,2,e0_0,1527.52,0.00,31.46,Car,1527.52,-1.60
58.00,-0.47,90.00,3,e0_0,1486.53,0.00,31.18,Car,1486.53,-1.60
58.00,0.00,90.00,4,e0_0,1409.84,0.00,33.53,Car,1409.84,-1.60
59.00,0.00,90.00,0,e1_0,174.28,0.00,33.53,Car,1889.81,-1.60
59.00,0.00,90.00,1,e0_0,1603.37,0.00,31.46,Car,1603.37,-1.60
59.00,0.02,90.00,2,e0_0,1559.00,0.00,31.48,Car,1559.00,-1.60
59.00,-0.09,90.00,3,e0_0,1517.61,0.00,31.08,Car,1517.61,-1.60
59.00,0.00,90.00,4,e0_0,1443.37,0.00,33.53,Car,1443.37,-1.60
60.00,0.00,90.00,0,e1_0,207.80,0.00,33.53,Car,1943.77,-1.60
60.00,0.00,90.00,1,e1_0,25.39,0.00,31.46,Car,1650.20,-1.60
60.00,0.01,90.00,2,e0_0,1590.49,0.00,31.49,Car,1590.49,-1.60
60.00,0.02,90.00,3,e0_0,1548.71,0.00,31.10,Car,1548.71,-1.60
60.00,0.00,90.00,4,e0_0,1476.90,0.00,33.53,Car,1476.90,-1.60
61.00,-3.35,90.00,0,e1_0,237.98,0.00,30.18,Car,1992.33,-1.60
61.00,0.00,90.00,1,e1_0,56.85,0.00,31.46,Car,1700.84,-1.60
61.00,0.01,90.00,2,e1_0,12.55,0.00,31.51,Car,1629.54,-1.60
61.00,0.02,90.00,3,e0_0,1579.83,0.00,31.12,Car,1579.83,-1.60
61.00,0.00,90.00,4,e0_0,1510.43,0.00,33.53,Car,1510.43,-1.60
62.00,-3.35,90.00,0,e1_0,264.80,0.00,26.82,Car,2035.50,-1.60
62.00,0.00,90.00,1,e1_0,88.31,0.00,31.46,Car,1751.47,-1.60
62.00,0.01,90.00,2,e1_0,44.07,0.00,31.52,Car,1680.26,-1.60
62.00,0.03,90.00,3,e1_0,1.54,0.00,31.15,Car,1611.82,-1.60
62.00,0.00,90.00,4,e0_0,1543.96,0.00,33.53,Car,1543.96,-1.60
63.00,-3.35,90.00,0,e1_0,288.27,0.00,23.47,Car,2073.27,-1.60
63.00,0.00,90.00,1,e1_0,119.78,0.00,31.46,Car,1802.10,-1.60
63.00,0.01,90.00,2,e1_0,75.60,0.00,31.53,Car,1731.00,-1.60
63.00,0.03,90.00,3,e1_0,32.72,0.00,31.18,Car,1662.00,-1.60
63.00,0.00,90.00,4,e0_0,1577.48,0.00,33.53,Car,1577.48,-1.60
64.00,-3.35,90.00,0,e1_0,308.39,0.00,20.12,Car,2105.64,-1.60
64.00,0.00,90.00,1,e1_0,151.24,0.00,31.46,Car,1852.73,-1.60
64.00,0.01,90.00,2,e1_0,107.14,0.00,31.54,Car,1781.76,-1.60
64.00,0.03,90.00,3,e1_0,63.92,0.00,31.20,Car,1712.21,-1.60
64.00,0.00,90.00,4,e1_0,1.57,0.00,33.53,Car,1611.87,-1.60
65.00,-3.35,90.00,0,e1_0,325.15,0.00,16.76,Car,2132.62,-1.60
65.00,0.00,90.00,1,e1_0,182.70,0.00,31.46,Car,1903.36,-1.60
65.00,0.01,90.00,2,e1_0,138.69,0.00,31.55,Car,1832.54,-1.60
65.00,0.03,90.00,3,e1_0,95.15,0.00,31.23,Car,1762.47,-1.60
65.00,0.00,90.00,4,e1_0,35.10,0.00,33.53,Car,1665.83,-1.60
66.00,-3.35,90.00,0,e1_0,338.56,0.00,13.41,Car,2154.20,-1.60
66.00,0.00,90.00,1,e1_0,214.16,0.00,31.46,Car,1954.00,-1.60
66.00,0.01,90.00,2,e1_0,170.24,0.00,31.56,Car,1883.32,-1.60
66.00,0.03,90.00,3,e1_0,126.41,0.00,31.26,Car,1812.78,-1.60
66.00,0.00,90.00,4,e1_0,68.63,0.00,33.53,Car,1719.79,-1.60
67.00,-3.35,90.00,0,e1_0,348.62,0.00,10.06,Car,2170.39,-1.60
67.00,0.00,90.00,1,e1_0,245.62,0.00,31.46,Car,2004.63,-1.60
67.00,0.01,90.00,2,e1_0,201.81,0.00,31.56,Car,1934.12,-1.60
67.00,0.03,90.00,3,e1_0,157.70,0.00,31.29,Car,1863.13,-1.60
67.00,-0.04,90.00,4,e1_0,102.11,0.00,33.49,Car,1773.68,-1.60
68.00,-3.35,90.00,0,e1_0,355.33,0.00,6.71,Car,2181.18,-1.60
