data_timestep,vehicle_CO,vehicle_CO2,vehicle_HC,vehicle_NOx,vehicle_PMx,vehicle_angle,vehicle_eclass,vehicle_electricity,vehicle_fuel,vehicle_id,vehicle_lane,vehicle_noise,vehicle_pos,vehicle_route,vehicle_speed,vehicle_type,vehicle_waiting,vehicle_x,vehicle_y,edge_id,edge_traveltime,lane_CO,lane_CO2,lane_HC,lane_NOx,lane_PMx,lane_electricity,lane_fuel,lane_id,lane_maxspeed,lane_meanspeed,lane_noise,lane_occupancy,lane_vehicle_count
41.00,,,,,,,,,,,,,,,,,,,,:gneJ2_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ2_0_0,33.53,33.53,0.00,0.00,0
41.00,,,,,,,,,,,,,,,,,,,,e0,49.26,509.40,27683.03,3.04,10.57,0.69,0.00,11.90,e0_0,33.53,32.67,82.53,0.02,5
41.00,,,,,,,,,,,,,,,,,,,,e1,59.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,e1_0,33.53,33.53,0.00,0.00,0
41.00,,,,,,,,,,,,,,,,,,,,e2,29.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,e2_0,33.53,33.53,0.00,0.00,0
42.00,145.06,7802.35,0.86,2.84,0.19,90.00,HBEFA3/PC_G_EU4,0.00,3.35,0,e0_0,75.52,1111.66,route01,33.20,Car01,0.00,1111.66,-1.60,,,,,,,,,,,,,,,
42.00,98.17,6312.69,0.61,2.17,0.15,90.00,HBEFA3/PC_G_EU4,0.00,2.71,1,e0_0,74.57,1030.41,route01,31.46,Car,0.00,1030.41,-1.60,,,,,,,,,,,,,,,
42.00,0.00,0.00,0.00,0.00,0.00,90.00,HBEFA3/PC_G_EU4,0.00,0.00,2,e0_0,74.76,986.14,route01,31.90,Car,0.00,986.14,-1.60,,,,,,,,,,,,,,,
42.00,0.00,0.00,0.00,0.00,0.00,90.00,HBEFA3/PC_G_EU4,0.00,0.00,3,e0_0,75.33,939.68,route01,33.29,Car,0.00,939.68,-1.60,,,,,,,,,,,,,,,
42.00,133.96,7099.60,0.80,2.50,0.18,90.00,HBEFA3/PC_G_EU4,0.00,3.05,4,e0_0,75.51,857.13,route01,33.53,Car,0.00,857.13,-1.60,,,,,,,,,,,,,,,
42.00,,,,,,,,,,,,,,,,,,,,:gneJ1_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ1_0_0,33.53,33.53,0.00,0.00,0
42.00,,,,,,,,,,,,,,,,,,,,:gneJ2_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ2_0_0,33.53,33.53,0.00,0.00,0
42.00,,,,,,,,,,,,,,,,,,,,e0,49.25,377.19,21214.64,2.27,7.52,0.52,0.00,9.12,e0_0,33.53,32.68,82.15,0.02,5
42.00,,,,,,,,,,,,,,,,,,,,e1,59.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,e1_0,33.53,33.53,0.00,0.00,0
42.00,,,,,,,,,,,,,,,,,,,,e2,29.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,e2_0,33.53,33.53,0.00,0.00,0
43.00,0.00,0.00,0.00,0.00,0.00,90.00,HBEFA3/PC_G_EU4,0.00,0.00,0,e0_0,75.27,1144.81,route01,33.15,Car01,0.00,1144.81,-1.60,,,,,,,,,,,,,,,
43.00,98.17,6312.69,0.61,2.17,0.15,90.00,HBEFA3/PC_G_EU4,0.00,2.71,1,e0_0,74.57,1061.87,route01,31.46,Car,0.00,1061.87,-1.60,,,,,,,,,,,,,,,
43.00,0.00,0.00,0.00,0.00,0.00,90.00,HBEFA3/PC_G_EU4,0.00,0.00,2,e0_0,74.76,1018.03,route01,31.89,Car,0.00,1018.03,-1.60,,,,,,,,,,,,,,,
43.00,0.00,0.00,0.00,0.00,0.00,90.00,HBEFA3/PC_G_EU4,0.00,0.00,3,e0_0,75.29,972.92,route01,33.24,Car,0.00,972.92,-1.60,,,,,,,,,,,,,,,
43.00,133.95,7099.30,0.80,2.50,0.18,90.00,HBEFA3/PC_G_EU4,0.00,3.05,4,e0_0,75.51,890.66,route01,33.53,Car,0.00,890.66,-1.60,,,,,,,,,,,,,,,
43.00,,,,,,,,,,,,,,,,,,,,:gneJ1_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ1_0_0,33.53,33.53,0.00,0.00,0
43.00,,,,,,,,,,,,,,,,,,,,:gneJ2_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ2_0_0,33.53,33.53,0.00,0.00,0
43.00,,,,,,,,,,,,,,,,,,,,e0,49.29,232.12,13411.99,1.41,4.68,0.32,0.00,5.77,e0_0,33.53,32.65,82.08,0.02,5
43.00,,,,,,,,,,,,,,,,,,,,e1,59.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,e1_0,33.53,33.53,0.00,0.00,0
43.00,,,,,,,,,,,,,,,,,,,,e2,29.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,e2_0,33.53,33.53,0.00,0.00,0
44.00,0.00,0.00,0.00,0.00,0.00,90.00,HBEFA3/PC_G_EU4,0.00,0.00,0,e0_0,74.95,1177.75,route01,32.94,Car01,0.00,1177.75,-1.60,,,,,,,,,,,,,,,
44.00,98.17,6312.69,0.61,2.17,0.15,90.00,HBEFA3/PC_G_EU4,0.00,2.71,1,e0_0,74.57,1093.34,route01,31.46,Car,0.00,1093.34,-1.60,,,,,,,,,,,,,,,
44.00,0.00,0.00,0.00,0.00,0.00,90.00,HBEFA3/PC_G_EU4,0.00,0.00,2,e0_0,74.75,1049.91,route01,31.88,Car,0.00,1049.91,-1.60,,,,,,,,,,,,,,,
44.00,0.00,0.00,0.00,0.00,0.00,90.00,HBEFA3/PC_G_EU4,0.00,0.00,3,e0_0,75.26,1006.10,route01,33.18,Car,0.00,1006.10,-1.60,,,,,,,,,,,,,,,
44.00,133.95,7099.13,0.80,2.50,0.18,90.00,HBEFA3/PC_G_EU4,0.00,3.05,4,e0_0,75.51,924.19,route01,33.53,Car,0.00,924.19,-1.60,,,,,,,,,,,,,,,
44.00,,,,,,,,,,,,,,,,,,,,:gneJ1_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ1_0_0,33.53,33.53,0.00,0.00,0
44.00,,,,,,,,,,,,,,,,,,,,:gneJ2_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ2_0_0,33.53,33.53,0.00,0.00,0
44.00,,,,,,,,,,,,,,,,,,,,e0,49.37,232.12,13411.82,1.41,4.68,0.32,0.00,5.77,e0_0,33.53,32.60,82.01,0.02,5
44.00,,,,,,,,,,,,,,,,,,,,e1,59.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,e1_0,33.53,33.53,0.00,0.00,0
44.00,,,,,,,,,,,,,,,,,,,,e2,29.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,e2_0,33.53,33.53,0.00,0.00,0
45.00,156.42,8395.10,0.93,3.12,0.21,90.00,HBEFA3/PC_G_EU4,0.00,3.61,0,e0_0,75.61,1210.87,route01,33.11,Car01,0.00,1210.87,-1.60,,,,,,,,,,,,,,,
45.00,98.17,6312.69,0.61,2.17,0.15,90.00,HBEFA3/PC_G_EU4,0.00,2.71,1,e0_0,74.57,1124.80,route01,31.46,Car,0.00,1124.80,-1.60,,,,,,,,,,,,,,,
45.00,0.00,0.00,0.00,0.00,0.00,90.00,HBEFA3/PC_G_EU4,0.00,0.00,2,e0_0,74.74,1081.78,route01,31.87,Car,0.00,1081.78,-1.60,,,,,,,,,,,,,,,
45.00,0.00,0.00,0.00,0.00,0.00,90.00,HBEFA3/PC_G_EU4,0.00,0.00,3,e0_0,75.23,1039.21,route01,33.11,Car,0.00,1039.21,-1.60,,,,,,,,,,,,,,,
45.00,133.95,7099.02,0.80,2.50,0.18,90.00,HBEFA3/PC_G_EU4,0.00,3.05,4,e0_0,75.51,957.72,route01,33.53,Car,0.00,957.72,-1.60,,,,,,,,,,,,,,,
45.00,,,,,,,,,,,,,,,,,,,,:gneJ1_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ1_0_0,33.53,33.53,0.00,0.00,0
45.00,,,,,,,,,,,,,,,,,,,,:gneJ2_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ2_0_0,33.53,33.53,0.00,0.00,0
45.00,,,,,,,,,,,,,,,,,,,,e0,49.34,388.54,21806.81,2.34,7.80,0.53,0.00,9.37,e0_0,33.53,32.62,82.14,0.02,5
45.00,,,,,,,,,,,,,,,,,,,,e1,59.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,e1_0,33.53,33.53,0.00,0.00,0
45.00,,,,,,,,,,,,,,,,,,,,e2,29.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,e2_0,33.53,33.53,0.00,0.00,0
46.00,0.00,0.00,0.00,0.00,0.00,90.00,HBEFA3/PC_G_EU4,0.00,0.00,0,e0_0,75.31,1243.97,route01,33.10,Car01,0.00,1243.97,-1.60,,,,,,,,,,,,,,,
46.00,98.17,6312.69,0.61,2.17,0.15,90.00,HBEFA3/PC_G_EU4,0.00,2.71,1,e0_0,74.57,1156.26,route01,31.46,Car,0.00,1156.26,-1.60,,,,,,,,,,,,,,,
46.00,0.00,0.00,0.00,0.00,0.00,90.00,HBEFA3/PC_G_EU4,0.00,0.00,2,e0_0,74.73,1113.63,route01,31.85,Car,0.00,1113.63,-1.60,,,,,,,,,,,,,,,
46.00,0.00,0.00,0.00,0.00,0.00,90.00,HBEFA3/PC_G_EU4,0.00,0.00,3,e0_0,74.75,1072.01,route01,32.80,Car,0.00,1072.01,-1.60,,,,,,,,,,,,,,,
46.00,133.95,7098.96,0.80,2.50,0.18,90.00,HBEFA3/PC_G_EU4,0.00,3.05,4,e0_0,75.51,991.25,route01,33.53,Car,0.00,991.25,-1.60,,,,,,,,,,,,,,,
46.00,,,,,,,,,,,,,,,,,,,,:gneJ1_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ1_0_0,33.53,33.53,0.00,0.00,0
46.00,,,,,,,,,,,,,,,,,,,,:gneJ2_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ2_0_0,33.53,33.53,0.00,0.00,0
46.00,,,,,,,,,,,,,,,,,,,,e0,49.44,232.12,13411.64,1.41,4.68,0.32,0.00,5.77,e0_0,33.53,32.55,81.98,0.02,5
46.00,,,,,,,,,,,,,,,,,,,,e1,59.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,e1_0,33.53,33.53,0.00,0.00,0
46.00,,,,,,,,,,,,,,,,,,,,e2,29.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,e2_0,33.53,33.53,0.00,0.00,0
47.00,0.00,0.00,0.00,0.00,0.00,90.00,HBEFA3/PC_G_EU4,0.00,0.00,0,e0_0,75.21,1277.02,route01,33.05,Car01,0.00,1277.02,-1.60,,,,,,,,,,,,,,,
47.00,98.17,6312.69,0.61,2.17,0.15,90.00,HBEFA3/PC_G_EU4,0.00,2.71,1,e0_0,74.57,1187.72,route01,31.46,Car,0.00,1187.72,-1.60,,,,,,,,,,,,,,,
47.00,0.00,0.00,0.00,0.00,0.00,90.00,HBEFA3/PC_G_EU4,0.00,0.00,2,e0_0,74.72,1145.47,route01,31.84,Car,0.00,1145.47,-1.60,,,,,,,,,,,,,,,
47.00,0.00,0.00,0.00,0.00,0.00,90.00,HBEFA3/PC_G_EU4,0.00,0.00,3,e0_0,74.16,1104.22,route01,32.21,Car,0.00,1104.22,-1.60,,,,,,,,,,,,,,,
47.00,133.95,7098.92,0.80,2.50,0.18,90.00,HBEFA3/PC_G_EU4,0.00,3.05,4,e0_0,75.51,1024.77,route01,33.53,Car,0.00,1024.77,-1.60,,,,,,,,,,,,,,,
47.00,,,,,,,,,,,,,,,,,,,,:gneJ1_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ1_0_0,33.53,33.53,0.00,0.00,0
47.00,,,,,,,,,,,,,,,,,,,,:gneJ2_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ2_0_0,33.53,33.53,0.00,0.00,0
47.00,,,,,,,,,,,,,,,,,,,,e0,49.65,232.12,13411.61,1.41,4.68,0.32,0.00,5.77,e0_0,33.53,32.42,81.85,0.02,5
47.00,,,,,,,,,,,,,,,,,,,,e1,59.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,e1_0,33.53,33.53,0.00,0.00,0
47.00,,,,,,,,,,,,,,,,,,,,e2,29.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,e2_0,33.53,33.53,0.00,0.00,0
48.00,0.00,0.00,0.00,0.00,0.00,90.00,HBEFA3/PC_G_EU4,0.00,0.00,0,e0_0,74.14,1309.38,route01,32.36,Car01,0.00,1309.38,-1.60,,,,,,,,,,,,,,,
48.00,98.17,6312.69,0.61,2.17,0.15,90.00,HBEFA3/PC_G_EU4,0.00,2.71,1,e0_0,74.57,1219.18,route01,31.46,Car,0.00,1219.18,-1.60,,,,,,,,,,,,,,,
48.00,0.00,0.00,0.00,0.00,0.00,90.00,HBEFA3/PC_G_EU4,0.00,0.00,2,e0_0,74.71,1177.29,route01,31.82,Car,0.00,1177.29,-1.60,,,,,,,,,,,,,,,
48.00,0.00,0.00,0.00,0.00,0.00,90.00,HBEFA3/PC_G_EU4,0.00,0.00,3,e0_0,74.06,1135.95,route01,31.73,Car,0.00,1135.95,-1.60,,,,,,,,,,,,,,,
48.00,133.95,7098.89,0.80,2.50,0.18,90.00,HBEFA3/PC_G_EU4,0.00,3.05,4,e0_0,75.51,1058.30,route01,33.53,Car,0.00,1058.30,-1.60,,,,,,,,,,,,,,,
48.00,,,,,,,,,,,,,,,,,,,,:gneJ1_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ1_0_0,33.53,33.53,0.00,0.00,0
48.00,,,,,,,,,,,,,,,,,,,,:gneJ2_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ2_0_0,33.53,33.53,0.00,0.00,0
48.00,,,,,,,,,,,,,,,,,,,,e0,50.01,232.12,13411.58,1.41,4.68,0.32,0.00,5.77,e0_0,33.53,32.18,81.62,0.02,5
48.00,,,,,,,,,,,,,,,,,,,,e1,59.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,e1_0,33.53,33.53,0.00,0.00,0
48.00,,,,,,,,,,,,,,,,,,,,e2,29.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,e2_0,33.53,33.53,0.00,0.00,0
49.00,153.15,8494.11,0.92,3.18,0.21,90.00,HBEFA3/PC_G_EU4,0.00,3.65,0,e0_0,75.43,1341.95,route01,32.57,Car01,0.00,1341.95,-1.60,,,,,,,,,,,,,,,
49.00,98.17,6312.69,0.61,2.17,0.15,90.00,HBEFA3/PC_G_EU4,0.00,2.71,1,e0_0,74.57,1250.64,route01,31.46,Car,0.00,1250.64,-1.60,,,,,,,,,,,,,,,
49.00,109.60,6703.16,0.67,2.35,0.16,90.00,HBEFA3/PC_G_EU4,0.00,2.88,2,e0_0,74.80,1209.13,route01,31.85,Car,0.00,1209.13,-1.60,,,,,,,,,,,,,,,
49.00,0.00,0.00,0.00,0.00,0.00,90.00,HBEFA3/PC_G_EU4,0.00,0.00,3,e0_0,74.32,1167.48,route01,31.53,Car,0.00,1167.48,-1.60,,,,,,,,,,,,,,,
49.00,133.95,7098.88,0.80,2.50,0.18,90.00,HBEFA3/PC_G_EU4,0.00,3.05,4,e0_0,75.51,1091.83,route01,33.53,Car,0.00,1091.83,-1.60,,,,,,,,,,,,,,,
49.00,,,,,,,,,,,,,,,,,,,,:gneJ1_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ1_0_0,33.53,33.53,0.00,0.00,0
49.00,,,,,,,,,,,,,,,,,,,,:gneJ2_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ2_0_0,33.53,33.53,0.00,0.00,0
49.00,,,,,,,,,,,,,,,,,,,,e0,50.00,494.87,28608.84,3.00,10.21,0.69,0.00,12.30,e0_0,33.53,32.19,81.94,0.02,5
49.00,,,,,,,,,,,,,,,,,,,,e1,59.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,e1_0,33.53,33.53,0.00,0.00,0
49.00,,,,,,,,,,,,,,,,,,,,e2,29.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,e2_0,33.53,33.53,0.00,0.00,0
50.00,139.95,7797.01,0.84,2.85,0.19,90.00,HBEFA3/PC_G_EU4,0.00,3.35,0,e0_0,75.33,1374.64,route01,32.69,Car01,0.00,1374.64,-1.60,,,,,,,,,,,,,,,
50.00,98.17,6312.69,0.61,2.17,0.15,90.00,HBEFA3/PC_G_EU4,0.00,2.71,1,e0_0,74.57,1282.10,route01,31.46,Car,0.00,1282.10,-1.60,,,,,,,,,,,,,,,
50.00,0.00,0.00,0.00,0.00,0.00,90.00,HBEFA3/PC_G_EU4,0.00,0.00,2,e0_0,74.42,1240.81,route01,31.68,Car,0.00,1240.81,-1.60,,,,,,,,,,,,,,,
50.00,109.62,6815.14,0.68,2.41,0.16,90.00,HBEFA3/PC_G_EU4,0.00,2.93,3,e0_0,74.72,1199.07,route01,31.59,Car,0.00,1199.07,-1.60,,,,,,,,,,,,,,,
50.00,133.95,7098.87,0.80,2.50,0.18,90.00,HBEFA3/PC_G_EU4,0.00,3.05,4,e0_0,75.51,1125.36,route01,33.53,Car,0.00,1125.36,-1.60,,,,,,,,,,,,,,,
50.00,,,,,,,,,,,,,,,,,,,,:gneJ1_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ1_0_0,33.53,33.53,0.00,0.00,0
50.00,,,,,,,,,,,,,,,,,,,,:gneJ2_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ2_0_0,33.53,33.53,0.00,0.00,0
50.00,,,,,,,,,,,,,,,,,,,,e0,50.00,481.68,28023.71,2.93,9.93,0.67,0.00,12.05,e0_0,33.53,32.19,81.92,0.02,5
50.00,,,,,,,,,,,,,,,,,,,,e1,59.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,e1_0,33.53,33.53,0.00,0.00,0
50.00,,,,,,,,,,,,,,,,,,,,e2,29.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,e2_0,33.53,33.53,0.00,0.00,0
51.00,0.00,0.00,0.00,0.00,0.00,90.00,HBEFA3/PC_G_EU4,0.00,0.00,0,e0_0,75.13,1407.33,route01,32.69,Car01,0.00,1407.33,-1.60,,,,,,,,,,,,,,,
51.00,98.17,6312.69,0.61,2.17,0.15,90.00,HBEFA3/PC_G_EU4,0.00,2.71,1,e0_0,74.57,1313.57,route01,31.46,Car,0.00,1313.57,-1.60,,,,,,,,,,,,,,,
51.00,0.00,0.00,0.00,0.00,0.00,90.00,HBEFA3/PC_G_EU4,0.00,0.00,2,e0_0,74.30,1272.30,route01,31.48,Car,0.00,1272.30,-1.60,,,,,,,,,,,,,,,
51.00,113.41,6969.12,0.70,2.48,0.16,90.00,HBEFA3/PC_G_EU4,0.00,3.00,3,e0_0,74.78,1230.73,route01,31.66,Car,0.00,1230.73,-1.60,,,,,,,,,,,,,,,
51.00,133.95,7098.87,0.80,2.50,0.18,90.00,HBEFA3/PC_G_EU4,0.00,3.05,4,e0_0,75.51,1158.89,route01,33.53,Car,0.00,1158.89,-1.60,,,,,,,,,,,,,,,
51.00,,,,,,,,,,,,,,,,,,,,:gneJ1_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ1_0_0,33.53,33.53,0.00,0.00,0
51.00,,,,,,,,,,,,,,,,,,,,:gneJ2_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ2_0_0,33.53,33.53,0.00,0.00,0
51.00,,,,,,,,,,,,,,,,,,,,e0,50.04,345.52,20380.67,2.11,7.15,0.49,0.00,8.76,e0_0,33.53,32.16,81.87,0.02,5
51.00,,,,,,,,,,,,,,,,,,,,e1,59.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,e1_0,33.53,33.53,0.00,0.00,0
51.00,,,,,,,,,,,,,,,,,,,,e2,29.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,e2_0,33.53,33.53,0.00,0.00,0
52.00,262.85,13415.85,1.54,5.48,0.34,90.00,HBEFA3/PC_G_EU4,0.00,5.77,0,e0_0,76.89,1440.74,route01,33.42,Car01,0.00,1440.74,-1.60,,,,,,,,,,,,,,,
52.00,98.17,6312.69,0.61,2.17,0.15,90.00,HBEFA3/PC_G_EU4,0.00,2.71,1,e0_0,74.57,1345.03,route01,31.46,Car,0.00,1345.03,-1.60,,,,,,,,,,,,,,,
52.00,0.00,0.00,0.00,0.00,0.00,90.00,HBEFA3/PC_G_EU4,0.00,0.00,2,e0_0,74.37,1303.67,route01,31.38,Car,0.00,1303.67,-1.60,,,,,,,,,,,,,,,
52.00,0.00,0.00,0.00,0.00,0.00,90.00,HBEFA3/PC_G_EU4,0.00,0.00,3,e0_0,74.57,1262.34,route01,31.61,Car,0.00,1262.34,-1.60,,,,,,,,,,,,,,,
52.00,133.95,7098.86,0.80,2.50,0.18,90.00,HBEFA3/PC_G_EU4,0.00,3.05,4,e0_0,75.51,1192.41,route01,33.53,Car,0.00,1192.41,-1.60,,,,,,,,,,,,,,,
52.00,,,,,,,,,,,,,,,,,,,,:gneJ1_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ1_0_0,33.53,33.53,0.00,0.00,0
52.00,,,,,,,,,,,,,,,,,,,,:gneJ2_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ2_0_0,33.53,33.53,0.00,0.00,0
52.00,,,,,,,,,,,,,,,,,,,,e0,49.86,494.97,26827.40,2.95,10.16,0.66,0.00,11.53,e0_0,33.53,32.28,82.28,0.02,5
52.00,,,,,,,,,,,,,,,,,,,,e1,59.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,e1_0,33.53,33.53,0.00,0.00,0
52.00,,,,,,,,,,,,,,,,,,,,e2,29.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,e2_0,33.53,33.53,0.00,0.00,0
53.00,0.00,0.00,0.00,0.00,0.00,90.00,HBEFA3/PC_G_EU4,0.00,0.00,0,e0_0,73.80,1473.07,route01,32.32,Car01,0.00,1473.07,-1.60,,,,,,,,,,,,,,,
53.00,98.17,6312.69,0.61,2.17,0.15,90.00,HBEFA3/PC_G_EU4,0.00,2.71,1,e0_0,74.57,1376.49,route01,31.46,Car,0.00,1376.49,-1.60,,,,,,,,,,,,,,,
53.00,0.00,0.00,0.00,0.00,0.00,90.00,HBEFA3/PC_G_EU4,0.00,0.00,2,e0_0,74.51,1335.04,route01,31.37,Car,0.00,1335.04,-1.60,,,,,,,,,,,,,,,
53.00,0.00,0.00,0.00,0.00,0.00,90.00,HBEFA3/PC_G_EU4,0.00,0.00,3,e0_0,74.37,1293.81,route01,31.47,Car,0.00,1293.81,-1.60,,,,,,,,,,,,,,,
53.00,133.95,7098.86,0.80,2.50,0.18,90.00,HBEFA3/PC_G_EU4,0.00,3.05,4,e0_0,75.51,1225.94,route01,33.53,Car,0.00,1225.94,-1.60,,,,,,,,,,,,,,,
53.00,,,,,,,,,,,,,,,,,,,,:gneJ1_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ1_0_0,33.53,33.53,0.00,0.00,0
53.00,,,,,,,,,,,,,,,,,,,,:gneJ2_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ2_0_0,33.53,33.53,0.00,0.00,0
53.00,,,,,,,,,,,,,,,,,,,,e0,50.24,232.12,13411.55,1.41,4.68,0.32,0.00,5.77,e0_0,33.53,32.03,81.58,0.02,5
53.00,,,,,,,,,,,,,,,,,,,,e1,59.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,e1_0,33.53,33.53,0.00,0.00,0
53.00,,,,,,,,,,,,,,,,,,,,e2,29.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,e2_0,33.53,33.53,0.00,0.00,0
54.00,344.16,17324.77,2.01,7.33,0.44,90.00,HBEFA3/PC_G_EU4,0.00,7.45,0,e0_0,78.08,1506.57,route01,33.50,Car01,0.00,1506.57,-1.60,,,,,,,,,,,,,,,
54.00,98.17,6312.69,0.61,2.17,0.15,90.00,HBEFA3/PC_G_EU4,0.00,2.71,1,e0_0,74.57,1407.95,route01,31.46,Car,0.00,1407.95,-1.60,,,,,,,,,,,,,,,
54.00,103.84,6611.67,0.64,2.32,0.15,90.00,HBEFA3/PC_G_EU4,0.00,2.84,2,e0_0,74.61,1366.44,route01,31.40,Car,0.00,1366.44,-1.60,,,,,,,,,,,,,,,
54.00,0.00,0.00,0.00,0.00,0.00,90.00,HBEFA3/PC_G_EU4,0.00,0.00,3,e0_0,74.34,1325.16,route01,31.35,Car,0.00,1325.16,-1.60,,,,,,,,,,,,,,,
54.00,133.95,7098.86,0.80,2.50,0.18,90.00,HBEFA3/PC_G_EU4,0.00,3.05,4,e0_0,75.51,1259.47,route01,33.53,Car,0.00,1259.47,-1.60,,,,,,,,,,,,,,,
54.00,,,,,,,,,,,,,,,,,,,,:gneJ1_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ1_0_0,33.53,33.53,0.00,0.00,0
54.00,,,,,,,,,,,,,,,,,,,,:gneJ2_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ2_0_0,33.53,33.53,0.00,0.00,0
54.00,,,,,,,,,,,,,,,,,,,,e0,49.91,680.11,37347.98,4.06,14.32,0.92,0.00,16.05,e0_0,33.53,32.25,82.66,0.02,5
54.00,,,,,,,,,,,,,,,,,,,,e1,59.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,e1_0,33.53,33.53,0.00,0.00,0
54.00,,,,,,,,,,,,,,,,,,,,e2,29.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,e2_0,33.53,33.53,0.00,0.00,0
55.00,0.00,0.00,0.00,0.00,0.00,90.00,HBEFA3/PC_G_EU4,0.00,0.00,0,e0_0,74.06,1539.17,route01,32.60,Car01,0.00,1539.17,-1.60,,,,,,,,,,,,,,,
55.00,98.17,6312.69,0.61,2.17,0.15,90.00,HBEFA3/PC_G_EU4,0.00,2.71,1,e0_0,74.57,1439.41,route01,31.46,Car,0.00,1439.41,-1.60,,,,,,,,,,,,,,,
55.00,106.00,6697.06,0.66,2.36,0.16,90.00,HBEFA3/PC_G_EU4,0.00,2.88,2,e0_0,74.64,1397.90,route01,31.45,Car,0.00,1397.90,-1.60,,,,,,,,,,,,,,,
55.00,0.00,0.00,0.00,0.00,0.00,90.00,HBEFA3/PC_G_EU4,0.00,0.00,3,e0_0,74.45,1356.48,route01,31.31,Car,0.00,1356.48,-1.60,,,,,,,,,,,,,,,
55.00,133.95,7098.86,0.80,2.50,0.18,90.00,HBEFA3/PC_G_EU4,0.00,3.05,4,e0_0,75.51,1293.00,route01,33.53,Car,0.00,1293.00,-1.60,,,,,,,,,,,,,,,
55.00,,,,,,,,,,,,,,,,,,,,:gneJ1_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ1_0_0,33.53,33.53,0.00,0.00,0
55.00,,,,,,,,,,,,,,,,,,,,:gneJ2_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ2_0_0,33.53,33.53,0.00,0.00,0
55.00,,,,,,,,,,,,,,,,,,,,e0,50.18,338.12,20108.61,2.07,7.03,0.48,0.00,8.64,e0_0,33.53,32.07,81.67,0.02,5
