Vehicle 1 Gap Error,Vehicle 2 Gap Error,Vehicle 3 Gap Error,Vehicle 4 Gap Error
1.2842045324781761,1.8442850856936186,1.7601797125151264,1.5183420502549354
1.3655406268015802,1.9039239643661552,1.6946134717416914,1.5802580924319152
1.2979976301280725,1.921875179708083,1.6792085672481414,1.5441782693302426
1.3968609415297868,1.7906349006605877,1.8133274215629394,1.4949735740353467
1.3190862731814166,1.7968884944384014,1.851408758064622,1.539352227676802
1.3516124047830993,1.9250455450435835,1.7967460111639446,1.5235761804954886
1.2807161057187857,1.8303645335514602,1.7920987426481898,1.5386865308034494
1.3888679191007767,1.8478363102757096,1.7740591971161268,1.5694195431274447
1.3086081509426557,1.7878399065714814,1.7667475085508322,1.5615104145151815
1.410463788518292,1.864738109412099,1.8037526210879316,1.511189792761162
1.3316574867553057,1.8225794611536834,1.7981069803709762,1.507568479231658
1.3703453294519972,1.8402607023635777,1.7954245863867757,1.5577224718781726
1.4029662635878206,1.7600828972345672,1.7698763791042533,1.6013433395393126
1.3758097345858302,1.8039166139950464,1.8681632763136347,1.5501393564974464
1.4077143170261945,1.7554860017302487,1.8515488907276718,1.5082785646691539
1.2903515400764287,1.7816561533196467,1.803173942659754,1.5246708724786884
1.3690330330683405,1.7654437312932112,1.9045212421432751,1.4917474600705485
1.3071643896389729,1.7961282630695536,1.7834947140527078,1.5511151274372095
1.3290712557670972,1.8137290271761333,1.88917895191235,1.5494591227699455
1.3002831885394466,1.7494510546646298,1.9148355088705826,1.5519385631050087
1.3939240508778528,1.7894264882689277,1.9414300602937673,1.493495105591513
1.3359495938893682,1.8693310535543648,1.80651351430468,1.4540959821023614
1.385046583485202,1.8202578089252657,1.8744045763327586,1.4984565845646007
1.4244308778283359,1.8155516600526904,1.8510893508364035,1.535654688917047
1.4207822159917587,1.8372001694487485,1.8738371840264758,1.4772100239360872
1.4146964828783477,1.7638762811837037,1.7926031122658284,1.5561283070131333
1.4428811490463782,1.7077244366879838,1.7805534351446415,1.5207109600341897
1.4841461171640704,1.7138056844942477,1.8397019110931203,1.5867460481966869
1.3733495016766102,1.7075736034929707,1.8927756576455437,1.5465281906180839
1.420108275379007,1.7524907173156716,1.9393174244030909,1.4558898758509393
1.3805211743589068,1.683287219473773,1.873776249797669,1.5621341380629206
1.3484393871340101,1.6910960196130898,1.9333726522293553,1.573166559323989
1.3650478018461585,1.7289965435488863,1.90757923662209,1.4903833851970676
1.4555295890558582,1.7497543363936519,1.9541202213596907,1.490558401242887
1.3694741204583298,1.8082888300983648,1.9171549916700417,1.5681300596522934
1.3184448059808918,1.7457089912308823,1.873043534471003,1.521465168492127
1.3572632746834583,1.7693050666403285,1.9137435142162476,1.5270444042335933
1.331128016577321,1.7472070622164955,1.892105499169531,1.561994096546175
1.4036911119298199,1.807874206743072,1.8338772737583544,1.5059185249121865
1.4233973553778632,1.8246009980329863,1.9242351002204199,1.472150785560331
1.4285019300183799,1.7846542693183176,1.8231420517897026,1.5210691174304198
1.4165417908514475,1.8063859256514223,1.8720397097388313,1.4882059479094552
1.439874660001483,1.850619668868049,1.8663002210075805,1.4660885309348375
1.4402019892958342,1.8611223160520831,1.8219729018808506,1.5038249415928244
1.3716321797318414,1.8210837979845231,1.8537287676223775,1.509456910992229
1.4614476207116875,1.8303881307727554,1.7679173494940628,1.4417289771171653
1.431261765970194,1.7590985359624876,1.9031359573638156,1.4980108100444922
1.4495047642324463,1.8854646828475925,1.8832379424317183,1.4127187141498125
1.4220351840067775,1.8078681354626749,1.840580144556096,1.4505433171256228
1.4739412304665263,1.7835615905964635,1.8215300667579788,1.4068212765847634
1.4253299483098472,1.7620158573811735,1.8708358471596198,1.4478272945594153
1.439396637570065,1.7597978745209053,1.919639702350715,1.5049545588888527
1.4767907870145822,1.8122940783391464,1.8412889297275488,1.5332627925511049
1.3918161339521111,1.8409107569330372,1.8316862558596947,1.4387156214454868
1.4290501064084884,1.8563531245093632,1.854809724298148,1.4644190967485664
1.458554795442585,1.7220180923087116,1.8509581165435836,1.5041034689011141
1.4157493254076132,1.7209248225054696,1.944169693442377,1.5089852664019188
1.3775664431350356,1.78283565428241,1.8389073558519828,1.5045159529759244
1.422554835123126,1.783755395433341,1.9082797832908311,1.4250993623007293
1.3554141488860867,1.8637246535387115,1.8152877714542615,1.5069158193075518
1.4372238644523043,1.8537687757591388,1.8848081833810788,1.536697857997865
1.4066606464216145,1.7295206722637304,1.848427513065651,1.4192231916287512
1.36336589235753,1.8655363105567333,1.9017054431441052,1.4598658136399165
1.3723209017325106,1.845091625430224,1.9060885503580844,1.4597572694349736
1.3396246146353996,1.8131893328297042,1.8190092812943108,1.410477408430384
1.2940315658027441,1.910878659629728,1.763278075381442,1.4748650347316437
1.2852806567397739,1.8671221070046196,1.8442437456491017,1.4961887004224423
1.3459329154241026,1.8617821891153143,1.7829002175381015,1.4534837038332804
1.3818159614090173,1.7655658663302498,1.8824271100382792,1.4379794128386676
1.3664979943568087,1.762049735230264,1.838899082130658,1.4823101703146064
1.3023616155100992,1.7845889219011801,1.8202175815570518,1.4784407757042581
1.3653207093452018,1.8440548612174616,1.815161963282835,1.5131554131785907
1.3086170013652465,1.82495046203554,1.919818191812988,1.4841542578023224
1.416825654635526,1.8810827292317258,1.7907218000851328,1.4248503676048094
1.3605093201223228,1.9101091054467796,1.7995897924288302,1.431052811819653
1.4326976386281158,1.8097286390605718,1.7601362730979266,1.4566038400252594
1.4169455643130595,1.8126214442627546,1.8332656322407357,1.5236159739842208
1.3415292265424048,1.8580717816507044,1.8688422122987758,1.4979175333954982
1.412914545006985,1.8868190873738255,1.7642149046484468,1.4472491602996054
1.4443109395483482,1.8086584334910838,1.799958168048276,1.4457846322178831
1.337051215246035,1.8172140538800363,1.781862139448004,1.5151341570035424
1.3824323913538383,1.8846258633635569,1.8374294339265806,1.507998578931276
1.4292238280869785,1.8056397373009059,1.758821188505796,1.4973519874949708
1.3881627228096494,1.7842583686969493,1.8481442341355385,1.517294758589971
1.4349369204904163,1.8270639944237765,1.8878118002719386,1.449263356024606
1.3566954346037816,1.7890350471712186,1.8539294163596836,1.4897402262094852
1.4782786162261425,1.8452721387060174,1.7568647923556076,1.4731852647424422
1.3708192514210658,1.810946821139591,1.8088286396430737,1.5549725446637805
1.4780913042419037,1.7407438744048367,1.865552119799593,1.4781235606976524
1.4355592815289668,1.8410523195160247,1.8466806061059313,1.4658281785131755
1.5120253618712223,1.8462219146362444,1.764757019088972,1.5033005058132969
1.3916224416898721,1.8891601666492126,1.71187540893508,1.510483376651527
1.3865499356145712,1.7703043791997803,1.7472691099520934,1.4616157651378408
1.4473912664901505,1.7819975019414342,1.7594018790429504,1.500399743903253
1.379298319839536,1.7562165261848866,1.7415096649333202,1.4567316517630249
1.4849014677421724,1.8419949086694882,1.7542531115361926,1.4622872969560898
1.3946555479437186,1.8544299926126664,1.8067036243952477,1.499012080520612
1.5113365534952483,1.8050237989645517,1.7066411708494647,1.5536083756807222
1.547884744376716,1.7206506897814786,1.8068536993043933,1.492102251950819
1.4272010496219,1.8075132793079596,1.7713544602092428,1.4723013201765376
1.4352466365044347,1.8365168181381888,1.7147415318858594,1.454831224560277
1.4958567305049844,1.7290375390213022,1.7206694798129534,1.5611577841623534
1.501051100960959,1.737432432703672,1.8109344920181547,1.5770566820761323
1.4500915931635112,1.7422193245619702,1.7951958196429296,1.48620051648534
1.4445054689852181,1.6756601623365097,1.8555937656007333,1.4835594735407063
1.4085840924705675,1.6827798996226964,1.819964192700826,1.4344975438860246
1.4180508600678507,1.6763373109235604,1.7732327825161072,1.542206364943222
1.5153735537556492,1.7412939969769652,1.7365311534630132,1.4878120024571277
1.4270687259833794,1.6866316364125535,1.8562239612778297,1.4983843585873289
1.4616446066125213,1.7925589040467167,1.7562778737950988,1.4541108549713928
1.4439712536310845,1.7154474995120972,1.783641123125213,1.5142240670566354
1.4401652296468899,1.8222087533505555,1.796921749520135,1.4743569944694301
1.5194331272103896,1.7498332968832413,1.7391648600584069,1.5524977306956442
1.5047897944883863,1.7674553644930548,1.7544469074991524,1.4641343448688593
1.5590909802855193,1.6861469461401102,1.85075023409264,1.421908681854862
1.511058928556364,1.74188513039952,1.7224732956572422,1.5274626434750225
1.60151025754545,1.7150419016185254,1.7670856960871162,1.5759204265522504
1.501513853976694,1.7852112962983626,1.7395553443747995,1.4700774334175635
1.5572279281868027,1.7873029231683422,1.7688709435428391,1.5476279772448498
1.5917971093068783,1.7099322951887266,1.8163972346793913,1.468678216992977
1.478233420049012,1.6883292917880586,1.7762850350517634,1.4505663681435634
1.5181806909163926,1.6829292051588616,1.8504591381290476,1.4118457433079747
1.5250597925724665,1.7723844981913324,1.8632718317026344,1.4160088505632382
1.48380136923925,1.6997108556646392,1.7701748119251293,1.4478504528946052
1.523852840800441,1.7084640509169602,1.893283945148906,1.4510763565747777
1.557114327053931,1.6886061099030036,1.8609704388945327,1.4832531557094772
1.5052321130060422,1.7531804338832675,1.8769293989914035,1.374306450639673
1.5610923866057673,1.757591576712168,1.8492970042505097,1.4932209697964467
1.54577965574695,1.7091254911475349,1.8052797959870914,1.491724284406943
1.5074675503280814,1.7755225428206685,1.7774473214435949,1.4613551320644595
1.4578376613023352,1.8324094176814096,1.8437169191235778,1.500003637217176
1.5484376542915954,1.7327021134523894,1.8595385839930545,1.478958368972052
1.5160620180013873,1.8162661782585272,1.8196934571891874,1.517736923684426
1.504017277134679,1.8013641939740186,1.7633185554764768,1.5009556403212634
1.469596873693483,1.7355894536614747,1.840962319138706,1.4222139608045858
1.487471417907678,1.7986043210636682,1.7720017522369607,1.52616923287709
1.5059851585762152,1.703632811461313,1.863005857882528,1.4132019247338259
1.5119706292488049,1.673330058569059,1.8672946638475096,1.4413457226377688
1.4476195083144994,1.790158869574765,1.782110078032109,1.5221730028414817
1.484149565183143,1.7127204584110975,1.7784709738458435,1.457262705317384
1.4560733796651615,1.8029174930053986,1.7553817725329202,1.4866505713435179
1.5361656474473433,1.7908865613166145,1.7087439946804857,1.536687815626006
1.570453244588926,1.6756067208235192,1.8134620785955158,1.5253898978434273
1.5757655688179284,1.6385428651568357,1.7512248303131046,1.544133316895218
1.5149147194841843,1.650333358963049,1.8467894581838742,1.5329284908474432
1.5310926966814913,1.7290978669959554,1.8073384945619644,1.546091328881293
1.5807536449364856,1.643522554330206,1.788048531209585,1.4959814836455347
1.5870499170619894,1.612714842831386,1.77128223694586,1.5358943372076652
1.5049649280940076,1.6418632676930698,1.856635360721981,1.4686298442634338
1.6190800393464566,1.6453468886652853,1.8940317542900629,1.4564908859109442
1.5622879509672618,1.5788434015305448,1.9365497813655108,1.4965284194260438
1.632774516069674,1.6919455207998064,1.790507030672003,1.5227557850710318
1.539713475609895,1.5832155576886762,1.86550589927002,1.5116191928882348
1.614960869985314,1.5896988806186205,1.858547891040112,1.5342005898361433
1.5921059012570309,1.595112959694859,1.8931225307723771,1.5261575071303728
1.637782529473922,1.5179344258821605,1.9287625654551155,1.55340503843918
1.6100936049532466,1.5140588400714696,1.9948881213154528,1.5227235870624898
1.6065733913325158,1.5734258238146075,1.975034060017863,1.514068792878843
1.672306285728812,1.5505386513247692,1.8742818873051452,1.5066831341279312
1.6153353243555926,1.484208159976811,1.88717171292461,1.547825549404596
1.6777422994860554,1.581271379783972,1.876312538056927,1.5830909809856069
1.6171563954942791,1.5312476818762235,1.9177046446815131,1.4864660469652207
1.617880467854611,1.6154350871813405,1.8790515544326132,1.4859780063594576
1.6559387442520572,1.5452158542560928,1.9018814218278077,1.4799232427567226
1.675731105728829,1.560449223236438,1.9179259040876269,1.5070119333197187
1.5955587121897117,1.553566270143285,1.8976110159831232,1.4569456018118858
1.6856843927015688,1.4987464283388818,1.8425763505646975,1.5364502440981136
1.6849673904849407,1.463257966534261,1.974544817596863,1.5005541227343153
1.7463671174201902,1.5186102978309566,1.9763306823645603,1.5042330653082279
1.7590229787638894,1.546626178533447,1.8617675321965579,1.4738631434252918
1.6519493095155955,1.480680929407899,1.9153948344830516,1.469077818148
1.6324319126806728,1.518967946727174,1.874696417689624,1.5498497791799442
1.7207678015771686,1.4916737433820884,1.9392017070904308,1.4536648571784645
1.6328533042844056,1.5706842309651856,1.8648338488843925,1.5349723421101653
1.6655767928175957,1.5273755980352668,1.924117022087107,1.5158519353750695
1.688873136823461,1.5944526017325322,1.8597317244855045,1.4735098975379541
1.6747460449395835,1.5563082356844893,1.8198914883978046,1.575430261972485
1.6933110383403203,1.59786675237835,1.8077817551977446,1.5417871477168994
1.7178108470274074,1.5928668885271997,1.7752501986454456,1.6096125391205263
1.666914006323767,1.5565864521594577,1.8014184676361973,1.4992849970472482
1.6077474329249033,1.6237995957150702,1.7853946784873558,1.52487882747047
1.6327061694873444,1.6400777652325806,1.784305275333796,1.60121867342075
1.6899001383842025,1.6365987844718681,1.7618137724018679,1.525220517591876
1.625666544487697,1.6056221078411568,1.8357463947538144,1.5110684868743292
1.6468630056628646,1.6765310683334333,1.7641574320187137,1.4669464268642418
1.6757776237063617,1.6617375571160604,1.7012205279867585,1.5860309711363576
1.6949832012293031,1.6681173267888605,1.7354172309052838,1.6049456576970225
1.7227342073567469,1.5968077417637865,1.8057427678733529,1.4929657609530498
1.6325669142760955,1.5982366323981974,1.7897883314430318,1.5580445905104257
1.65178701772764,1.6074732859888412,1.7859998580134455,1.4874128411387781
1.7190671746326447,1.6522708827475592,1.8115608897838649,1.5236606098581795
1.6945469947867164,1.629476625396241,1.706358785515265,1.5084348947380466
1.7321852934061717,1.5681496649717297,1.767774034017393,1.5705134234666551
1.6737916941468285,1.5730287551310917,1.7706808603972277,1.4962518166880807
1.6868294980439087,1.6691098445724228,1.7080153515703986,1.501543649142981
1.6890976845910504,1.648209477919055,1.704961184761221,1.5767269059828632
1.7145058234136257,1.5624129780124152,1.7851866740235334,1.5634995263981208
1.6409850490286075,1.5584113402916056,1.699033413265251,1.5195393121360476
1.6734371967374728,1.5252408942952922,1.694488438255715,1.5217288730628598
1.6262810385057542,1.5402237920292987,1.732019531289184,1.5691166849727014
1.6194686770772289,1.5332366890663929,1.7096186970593568,1.5971286662639015
1.6152554812811855,1.5872564884117382,1.7829597637491648,1.6334165058773205
1.6619122805194464,1.6252302691816363,1.7598177351225224,1.532552770259766
1.57297473592959,1.5305082562821757,1.8137520187008507,1.55786182328315
1.6160213320209462,1.5688900649821207,1.7074012463741632,1.5064264425341176
1.5465684543856177,1.530182779336124,1.7604928683037802,1.5445565870134965
1.6006504182202814,1.559304098704025,1.708895869767403,1.5070486442007431
1.5353849991792687,1.5269963697893805,1.7644533789108978,1.5359639600264328
1.5724017408017597,1.5503226217203179,1.7126576583835451,1.504641495887777
1.5061336546503572,1.5222775791823757,1.768355173574669,1.527610426410372
1.538709532295338,1.5405159974541105,1.7178392649776852,1.5005622547043296
1.477120256423596,1.516130299107914,1.7730564313168813,1.5183661768002796
1.490734292179674,1.529077604372174,1.7243963715280706,1.4951474243389908
1.4316502852545372,1.50864900014898,1.77881796908619,1.5070609674535853
1.4801749248209242,1.5139114353439997,1.7329146914760956,1.4882491906630628
1.410118400906772,1.4991210093508118,1.7859298024838894,1.4907556359600203
1.4533001008967243,1.485865971426517,1.7462276461097779,1.4789755280376968
1.3911805739936778,1.4841501278800626,1.794955206131592,1.466135439716488
1.4210553202156064,1.468559008244382,1.7590677344309285,1.466135439716488
1.3768674348065226,1.4743909752072453,1.8028780151922095,1.4541737521114633
1.385577257898837,1.456518812778783,1.7693508639794846,1.4541737521114633
1.3440255837965545,1.4702633750767191,1.808592370609385,1.442830407702072
1.3660866581028475,1.4472578524210276,1.7767335400440034,1.442830407702072
1.315175970424292,1.4729327749428047,1.8107397866759305,1.431966608606393
1.3449838908933018,1.439469650154701,1.7802044743232326,1.431966608606393
1.299051527729055,1.4788700665315488,1.8086950468135163,1.4215125795779695
1.30697279675418,1.436384034700081,1.779332867261994,1.4215125795779118
1.2343439837558887,1.4830741038687765,1.8042213857286273,1.411446560863462
1.2698135095486585,1.4350100885176436,1.775994040780469,1.411446560863462
1.2260479993208975,1.4849182318238112,1.7983864019647116,1.4017809982061804
1.262913716550083,1.4350219133167292,1.7713384228572182,1.4017809982061804
1.2185772204123082,1.4857740519517084,1.7917372852226032,1.3925613055257449
1.2652401147506547,1.4352653465552483,1.7659983254083138,1.3925613055257449
1.219740804997528,1.4862827195697323,1.7842269659984922,1.3838772635574035
1.2527687300480461,1.435215014033639,1.7600486221763707,1.3838772635573453
1.2025565545746142,1.4864620114478897,1.7754750190449293,1.3758980685955344
1.2457145611245783,1.434862178829222,1.7533289627563495,1.3758980685955344
1.2079750043849717,1.4863159032167732,1.7646468753772253,1.3689713419819642
1.2114692470968182,1.4372160334577804,1.7454969222885168,1.3689713419819642
1.1810826209413254,1.4876451158983026,1.7497382067026792,1.363984157896124
1.2069309541412516,1.44126917896223,1.7360247560779096,1.363984157896124
1.1482088040856389,1.4904014618462802,1.7219483572965184,1.3639841578961822
1.1624969328574375,1.4399399827940904,1.7219483572965184,1.363984157896124
1.0936169580542896,1.4910069232270202,1.707320216603598,1.363984157896124
1.1317123252790213,1.4389198369357379,1.7090810665123932,1.3635094176903784
1.0877855238805645,1.4906226047015183,1.6929830525673615,1.3635094176903202
1.095186519793824,1.4400590202630834,1.701300257551622,1.361262314130614
1.056892506862002,1.4911705863757163,1.6805899187488111,1.361262314130614
1.0779287636052057,1.442168008091309,1.7030529962922198,1.355196217435351
1.0178287806477835,1.4926250605076588,1.6722092736546812,1.355196217435351
1.0509615328611868,1.4411395327807615,1.7113718029726273,1.3446441813157617
0.9960253568294826,1.4926422613906287,1.6680152451173695,1.3446441813157617
1.0296656214341278,1.4407941542690876,1.718473036077195,1.3310746890886676
0.9762163140348903,1.4924334351132083,1.6667986915103787,1.3310746890886098
1.0151571865430626,1.4406281703338286,1.7217578850362854,1.3163076904757247
0.9704592714217297,1.4922483819378631,1.666784321228962,1.3184961396972699
0.9960816549572022,1.4416030129226534,1.7229818889739263,1.3018723873130713
0.9507403152449376,1.4927716698059323,1.6672292228517551,1.311131332036949
0.9900101210386147,1.4423395471862004,1.7236887689969143,1.2895064334415842
0.947239122334727,1.493429729470809,1.6677668366103888,1.3114515513613436
0.9545907401893277,1.4435046705922772,1.7242883079790858,1.280957023296272
0.9008767967397182,1.4943946711473597,1.668379961907498,1.3155747692973536
0.9253817318300133,1.443090140210221,1.7249065983170428,1.2762226555143106
0.8854209765825007,1.4945500612309899,1.6688295139278386,1.3185839414461928
0.9139080581987109,1.444920882860568,1.725415993830016,1.2737982184737922
0.8803846617583073,1.4957017047688592,1.6694921727536598,1.3223864289734304
0.9092952636599139,1.4481052221242199,1.7260408274223922,1.273246103202248
0.876717674059659,1.497971948132634,1.6704128825591136,1.3225842117194455
0.8998946599092044,1.451285977154586,1.7268814773441146,1.272943719631566
0.8720280449642925,1.5007277114054212,1.67144131051182,1.3222680286783515
0.882398249682876,1.4558766679022468,1.7278648827943908,1.2726546699398962
0.8581499123318379,1.504350014797169,1.6727446014795309,1.3219657719430056
0.8523230035932139,1.4616964575781366,1.7290826881032744,1.27239086230884
0.7984804333045226,1.5088450072113364,1.6744153047827233,1.3216898968591058
0.8119296802154412,1.4600738464421377,1.7306255800651202,1.2721651627961452
0.7573350731300361,1.5106854612685434,1.6750661085397245,1.32145386264571
0.791086602261875,1.4597932122411756,1.7315841749288117,1.2718587943645283
0.7536512486689906,1.5113349052904654,1.675533312011264,1.32113345026589
0.7866939790211469,1.4619359810371066,1.732214991692635,1.2715083507629266
0.7328788468092986,1.512864220953173,1.6762228144436953,1.3207669204348806
0.7363579879595965,1.4616409277582383,1.7328967237013453,1.2711595558385156
0.6867834072211776,1.5133453493550317,1.67668852319993,1.3204020917079209
0.7219022190712596,1.4613022228657644,1.7334369892966532,1.2707897888692656
0.6807834498207737,1.5133246420357458,1.6770814063493473,1.3200153014508769
0.7125434742585046,1.4629747659142085,1.7338813206511277,1.2704046522526142
0.6788685689611773,1.5143361965965068,1.6776786049410481,1.3196124060463452
0.7040082112948061,1.4662055868244965,1.7344406541835942,1.2700283833245756
0.6465555953649715,1.516599615451344,1.6785478882455327,1.3192187596148992
0.650474318033238,1.4651214157000485,1.7352262731366297,1.269674232593737
0.5935750625423397,1.5169801575757318,1.6789766574740583,1.318848227862801
0.6301387895616122,1.4646115606460652,1.7357732480803025,1.2692873808117975
0.5811261371234604,1.5168075557980853,1.679338225310671,1.3184434546662414
0.5973048693580854,1.4650053782732702,1.7361972805536894,1.2688819424723166
0.5421770742930372,1.516990119607271,1.679775623515562,1.3180192025649533
0.576471412871012,1.4646779879696887,1.7366373622370292,1.268473802182596
0.5270957408531278,1.5168536809702409,1.6801570779219461,1.3175920906489473
0.5405240921456418,1.4650192012555254,1.7370425624150223,1.2680571457879068
0.5154250583890732,1.517016744741901,1.6805945779440306,1.3171560330157246
0.5237440412242422,1.4713992878472681,1.7374769982120544,1.2676391761267563
0.47370336122625867,1.5205385442964805,1.6818561677267305,1.3167185665553722
0.47321578114816365,1.4707796924526328,1.7384985178998504,1.2672856546684197
0.4772371377367022,1.507206833143627,1.6824644611954116,1.3163485275677802
0.4314834717799667,1.4707450191082105,1.739247757053831,1.2668941459459306
0.4497062025203844,1.4991144789439401,1.685547428719278,1.3159386974437859
0.4181955453757187,1.4688682305105174,1.7415833880218399,1.266708157990117
0.4268384783445105,1.4943130889738132,1.6901632628959735,1.3157439951129368
0.40102299467939506,1.4684702541417085,1.7453652868388736,1.266758190935763
0.3821166900247044,1.490217157812023,1.69617374844748,1.315796373007497
0.3878527825425202,1.4550904218640235,1.750447074337965,1.2670762915139742
0.33415748825726976,1.496239048672063,1.6988755126911794,1.3161293706615158
0.36326657529209316,1.451555652230796,1.7542721783174047,1.2671129271063526
0.324078840870514,1.4998680631754788,1.6998270801929296,1.3161677206518578
0.3425769210616103,1.4526305207678423,1.7563485300171746,1.2668586293830795
0.303733778852572,1.502380059659584,1.7006694986009778,1.315901517303483
0.3009274005752731,1.4541813290402663,1.757620133116513,1.266492803574899
0.3037633079585902,1.491595899594019,1.7014858886368218,1.3155185417286446
0.24597473986747276,1.455867290869512,1.7585939880668726,1.2660855459197333
0.27329410157761846,1.4828116181564122,1.7047578445793419,1.315092160443788
0.22149622154699267,1.4532114138778427,1.7611358758514046,1.2658787984394397
0.23284225029994987,1.4741490283827594,1.709600698009429,1.3148756919407933
0.1786555696317218,1.4490443935478363,1.7651425496654944,1.2659081194220745
0.19475519275556308,1.460924700233357,1.7159453172844996,1.3149063920856867
0.14779177909980468,1.4351151694273607,1.770511760541969,1.2662174197425724
0.17995827611200377,1.4419129937732333,1.7217030864048297,1.315230230323687
0.11397192182851446,1.420281987847304,1.7761605628337906,1.2665801665838021
0.16168152571009564,1.4139891693647901,1.7294938448973372,1.3156100027142594
0.139651914828272,1.3924883762728624,1.7829100031265734,1.2672473546330738
