timestep_time,vehicle_acceleration,vehicle_angle,vehicle_id,vehicle_lane,vehicle_pos,vehicle_slope,vehicle_speed,vehicle_type,vehicle_x,vehicle_y
0.00,0.00,90.00,0,gneE0_0,5.10,0.00,0.00,Car01,5.10,0.00
1.00,1.75,90.00,0,gneE0_0,6.85,0.00,1.75,Car01,6.85,0.00
2.00,1.91,90.00,0,gneE0_0,10.51,0.00,3.66,Car01,10.51,0.00
3.00,2.09,90.00,0,gneE0_0,16.25,0.00,5.75,Car01,16.25,0.00
3.00,0.00,90.00,1,gneE0_0,5.10,0.00,0.00,Car01,5.10,0.00
4.00,1.58,90.00,0,gneE0_0,23.58,0.00,7.33,Car01,23.58,0.00
4.00,1.59,90.00,1,gneE0_0,6.69,0.00,1.59,Car01,6.69,0.00
5.00,2.09,90.00,0,gneE0_0,33.00,0.00,9.42,Car01,33.00,0.00
5.00,1.74,90.00,1,gneE0_0,10.03,0.00,3.33,Car01,10.03,0.00
6.00,2.09,90.00,0,gneE0_0,44.50,0.00,11.50,Car01,44.50,0.00
6.00,2.16,90.00,1,gneE0_0,15.52,0.00,5.50,Car01,15.52,0.00
6.00,0.00,90.00,2,gneE0_0,5.10,0.00,0.00,Car01,5.10,0.00
7.00,1.97,90.00,0,gneE0_0,57.98,0.00,13.47,Car01,57.98,0.00
7.00,1.92,90.00,1,gneE0_0,22.94,0.00,7.42,Car01,22.94,0.00
7.00,1.98,90.00,2,gneE0_0,7.08,0.00,1.98,Car01,7.08,0.00
8.00,1.41,90.00,0,gneE0_0,72.85,0.00,14.88,Car01,72.85,0.00
8.00,1.33,90.00,1,gneE0_0,31.69,0.00,8.75,Car01,31.69,0.00
8.00,1.87,90.00,2,gneE0_0,10.94,0.00,3.85,Car01,10.94,0.00
9.00,1.33,90.00,0,gneE0_0,89.06,0.00,16.20,Car01,89.06,0.00
9.00,1.90,90.00,1,gneE0_0,42.34,0.00,10.65,Car01,42.34,0.00
9.00,2.13,90.00,2,gneE0_0,16.92,0.00,5.98,Car01,16.92,0.00
9.00,0.00,90.00,3,gneE0_0,5.10,0.00,0.00,Car01,5.10,0.00
10.00,1.68,90.00,0,gneE0_0,106.94,0.00,17.89,Car01,106.94,0.00
10.00,2.48,90.00,1,gneE0_0,55.47,0.00,13.13,Car01,55.47,0.00
10.00,2.06,90.00,2,gneE0_0,24.96,0.00,8.04,Car01,24.96,0.00
10.00,1.76,90.00,3,gneE0_0,6.86,0.00,1.76,Car01,6.86,0.00
11.00,1.35,90.00,0,gneE0_0,126.18,0.00,19.24,Car01,126.18,0.00
11.00,2.52,90.00,1,gneE0_0,71.12,0.00,15.65,Car01,71.12,0.00
11.00,1.66,90.00,2,gneE0_0,34.66,0.00,9.70,Car01,34.66,0.00
11.00,2.60,90.00,3,gneE0_0,11.22,0.00,4.36,Car01,11.22,0.00
12.00,2.03,90.00,0,gneE0_0,147.45,0.00,21.27,Car01,147.45,0.00
12.00,2.54,90.00,1,gneE0_0,89.30,0.00,18.18,Car01,89.30,0.00
12.00,2.20,90.00,2,gneE0_0,46.56,0.00,11.90,Car01,46.56,0.00
12.00,1.60,90.00,3,gneE0_0,17.17,0.00,5.95,Car01,17.17,0.00
12.00,0.00,90.00,4,gneE0_0,5.10,0.00,0.00,Car01,5.10,0.00
13.00,2.24,90.00,0,gneE0_0,170.97,0.00,23.51,Car01,170.97,0.00
13.00,1.37,90.00,1,gneE0_0,108.86,0.00,19.55,Car01,108.86,0.00
13.00,2.41,90.00,2,gneE0_0,60.87,0.00,14.31,Car01,60.87,0.00
13.00,1.84,90.00,3,gneE0_0,24.97,0.00,7.80,Car01,24.97,0.00
13.00,2.51,90.00,4,gneE0_0,7.61,0.00,2.51,Car01,7.61,0.00
14.00,1.72,90.00,0,gneE0_0,196.20,0.00,25.23,Car01,196.20,0.00
14.00,2.53,90.00,1,gneE0_0,130.94,0.00,22.08,Car01,130.94,0.00
14.00,1.85,90.00,2,gneE0_0,77.03,0.00,16.16,Car01,77.03,0.00
14.00,2.11,90.00,3,gneE0_0,34.88,0.00,9.91,Car01,34.88,0.00
14.00,1.32,90.00,4,gneE0_0,11.45,0.00,3.83,Car01,11.45,0.00
15.00,2.17,90.00,0,gneE0_0,223.60,0.00,27.40,Car01,223.60,0.00
15.00,2.27,90.00,1,gneE0_0,155.30,0.00,24.35,Car01,155.30,0.00
15.00,2.22,90.00,2,gneE0_0,95.42,0.00,18.38,Car01,95.42,0.00
15.00,2.02,90.00,3,gneE0_0,46.80,0.00,11.92,Car01,46.80,0.00
15.00,2.19,90.00,4,gneE0_0,17.47,0.00,6.02,Car01,17.47,0.00
16.00,2.18,90.00,0,gneE0_0,253.18,0.00,29.58,Car01,253.18,0.00
16.00,2.12,90.00,1,gneE0_0,181.77,0.00,26.48,Car01,181.77,0.00
16.00,1.43,90.00,2,gneE0_0,115.24,0.00,19.82,Car01,115.24,0.00
16.00,1.64,90.00,3,gneE0_0,60.37,0.00,13.57,Car01,60.37,0.00
16.00,1.76,90.00,4,gneE0_0,25.25,0.00,7.78,Car01,25.25,0.00
17.00,0.87,90.00,0,gneE0_0,283.63,0.00,30.45,Car01,283.63,0.00
17.00,2.49,90.00,1,gneE0_0,210.74,0.00,28.96,Car01,210.74,0.00
17.00,1.40,90.00,2,gneE0_0,136.45,0.00,21.22,Car01,136.45,0.00
17.00,2.57,90.00,3,gneE0_0,76.50,0.00,16.13,Car01,76.50,0.00
17.00,1.67,90.00,4,gneE0_0,34.70,0.00,9.46,Car01,34.70,0.00
18.00,0.36,90.00,0,gneE0_0,314.44,0.00,30.81,Car01,314.44,0.00
18.00,1.12,90.00,1,gneE0_0,240.82,0.00,30.09,Car01,240.82,0.00
18.00,2.48,90.00,2,gneE0_0,160.15,0.00,23.69,Car01,160.15,0.00
18.00,2.41,90.00,3,gneE0_0,95.04,0.00,18.54,Car01,95.04,0.00
18.00,1.61,90.00,4,gneE0_0,45.77,0.00,11.06,Car01,45.77,0.00
19.00,-0.64,90.00,0,gneE0_0,344.61,0.00,30.17,Car01,344.61,0.00
19.00,0.18,90.00,1,gneE0_0,271.09,0.00,30.27,Car01,271.09,0.00
19.00,1.71,90.00,2,gneE0_0,185.55,0.00,25.40,Car01,185.55,0.00
19.00,1.50,90.00,3,gneE0_0,115.09,0.00,20.04,Car01,115.09,0.00
19.00,2.48,90.00,4,gneE0_0,59.31,0.00,13.55,Car01,59.31,0.00
20.00,0.39,90.00,0,gneE0_0,375.17,0.00,30.56,Car01,375.17,0.00
20.00,-0.04,90.00,1,gneE0_0,301.32,0.00,30.23,Car01,301.32,0.00
20.00,1.96,90.00,2,gneE0_0,212.91,0.00,27.36,Car01,212.91,0.00
20.00,1.49,90.00,3,gneE0_0,136.62,0.00,21.54,Car01,136.62,0.00
20.00,1.74,90.00,4,gneE0_0,74.60,0.00,15.29,Car01,74.60,0.00
21.00,-0.42,90.00,0,gneE0_0,405.31,0.00,30.14,Car01,405.31,0.00
21.00,-0.22,90.00,1,gneE0_0,331.32,0.00,30.00,Car01,331.32,0.00
21.00,2.12,90.00,2,gneE0_0,242.40,0.00,29.48,Car01,242.40,0.00
21.00,1.95,90.00,3,gneE0_0,160.10,0.00,23.48,Car01,160.10,0.00
21.00,2.49,90.00,4,gneE0_0,92.37,0.00,17.77,Car01,92.37,0.00
22.00,0.70,90.00,0,gneE0_0,436.15,0.00,30.84,Car01,436.15,0.00
22.00,0.40,90.00,1,gneE0_0,361.73,0.00,30.41,Car01,361.73,0.00
22.00,1.21,90.00,2,gneE0_0,273.09,0.00,30.69,Car01,273.09,0.00
22.00,2.01,90.00,3,gneE0_0,185.60,0.00,25.50,Car01,185.60,0.00
22.00,1.49,90.00,4,gneE0_0,111.64,0.00,19.27,Car01,111.64,0.00
23.00,0.21,90.00,0,gneE0_0,467.21,0.00,31.06,Car01,467.21,0.00
23.00,0.14,90.00,1,gneE0_0,392.28,0.00,30.55,Car01,392.28,0.00
23.00,-0.28,90.00,2,gneE0_0,303.50,0.00,30.41,Car01,303.50,0.00
23.00,2.29,90.00,3,gneE0_0,213.39,0.00,27.78,Car01,213.39,0.00
23.00,2.35,90.00,4,gneE0_0,133.25,0.00,21.62,Car01,133.25,0.00
24.00,-0.63,90.00,0,gneE0_0,497.64,0.00,30.43,Car01,497.64,0.00
24.00,-0.27,90.00,1,gneE0_0,422.56,0.00,30.28,Car01,422.56,0.00
24.00,-0.28,90.00,2,gneE0_0,333.62,0.00,30.13,Car01,333.62,0.00
24.00,1.47,90.00,3,gneE0_0,242.64,0.00,29.25,Car01,242.64,0.00
24.00,1.91,90.00,4,gneE0_0,156.78,0.00,23.52,Car01,156.78,0.00
25.00,-0.36,90.00,0,gneE0_0,527.70,0.00,30.07,Car01,527.70,0.00
25.00,-0.25,90.00,1,gneE0_0,452.59,0.00,30.03,Car01,452.59,0.00
25.00,-0.02,90.00,2,gneE0_0,363.73,0.00,30.11,Car01,363.73,0.00
25.00,0.93,90.00,3,gneE0_0,272.82,0.00,30.18,Car01,272.82,0.00
25.00,2.19,90.00,4,gneE0_0,182.49,0.00,25.71,Car01,182.49,0.00
26.00,0.17,90.00,0,gneE0_0,557.94,0.00,30.23,Car01,557.94,0.00
26.00,0.76,90.00,1,gneE0_0,483.38,0.00,30.79,Car01,483.38,0.00
26.00,0.51,90.00,2,gneE0_0,394.35,0.00,30.62,Car01,394.35,0.00
26.00,-0.16,90.00,3,gneE0_0,302.83,0.00,30.02,Car01,302.83,0.00
26.00,2.52,90.00,4,gneE0_0,210.72,0.00,28.23,Car01,210.72,0.00
27.00,0.06,90.00,0,gneE0_0,588.23,0.00,30.29,Car01,588.23,0.00
27.00,-0.36,90.00,1,gneE0_0,513.81,0.00,30.43,Car01,513.81,0.00
27.00,-0.10,90.00,2,gneE0_0,424.87,0.00,30.52,Car01,424.87,0.00
27.00,0.18,90.00,3,gneE0_0,333.04,0.00,30.20,Car01,333.04,0.00
27.00,2.49,90.00,4,gneE0_0,241.43,0.00,30.72,Car01,241.43,0.00
28.00,0.65,90.00,0,gneE0_0,619.18,0.00,30.95,Car01,619.18,0.00
28.00,0.76,90.00,1,gneE0_0,545.00,0.00,31.19,Car01,545.00,0.00
28.00,0.36,90.00,2,gneE0_0,455.75,0.00,30.88,Car01,455.75,0.00
28.00,0.67,90.00,3,gneE0_0,363.90,0.00,30.87,Car01,363.90,0.00
28.00,0.43,90.00,4,gneE0_0,272.58,0.00,31.15,Car01,272.58,0.00
29.00,0.16,90.00,0,gneE0_0,650.28,0.00,31.11,Car01,650.28,0.00
29.00,-0.05,90.00,1,gneE0_0,576.14,0.00,31.14,Car01,576.14,0.00
29.00,-0.54,90.00,2,gneE0_0,486.08,0.00,30.33,Car01,486.08,0.00
29.00,-0.51,90.00,3,gneE0_0,394.26,0.00,30.36,Car01,394.26,0.00
29.00,-0.09,90.00,4,gneE0_0,303.63,0.00,31.06,Car01,303.63,0.00
30.00,-0.76,90.00,0,gneE0_0,680.63,0.00,30.35,Car01,680.63,0.00
30.00,0.07,90.00,1,gneE0_0,607.35,0.00,31.21,Car01,607.35,0.00
30.00,0.26,90.00,2,gneE0_0,516.67,0.00,30.60,Car01,516.67,0.00
30.00,0.78,90.00,3,gneE0_0,425.40,0.00,31.14,Car01,425.40,0.00
30.00,-0.73,90.00,4,gneE0_0,333.96,0.00,30.33,Car01,333.96,0.00
31.00,0.94,90.00,0,gneE0_0,711.92,0.00,31.29,Car01,711.92,0.00
31.00,-0.79,90.00,1,gneE0_0,637.77,0.00,30.42,Car01,637.77,0.00
31.00,0.28,90.00,2,gneE0_0,547.55,0.00,30.88,Car01,547.55,0.00
31.00,-0.49,90.00,3,gneE0_0,456.05,0.00,30.65,Car01,456.05,0.00
31.00,0.04,90.00,4,gneE0_0,364.33,0.00,30.37,Car01,364.33,0.00
32.00,-0.34,90.00,0,gneE0_0,742.86,0.00,30.94,Car01,742.86,0.00
32.00,0.46,90.00,1,gneE0_0,668.64,0.00,30.88,Car01,668.64,0.00
32.00,-0.77,90.00,2,gneE0_0,577.66,0.00,30.11,Car01,577.66,0.00
32.00,-0.10,90.00,3,gneE0_0,486.60,0.00,30.55,Car01,486.60,0.00
32.00,0.74,90.00,4,gneE0_0,395.43,0.00,31.10,Car01,395.43,0.00
33.00,0.05,90.00,0,gneE0_0,773.85,0.00,30.99,Car01,773.85,0.00
33.00,-0.83,90.00,1,gneE0_0,698.69,0.00,30.05,Car01,698.69,0.00
33.00,0.11,90.00,2,gneE0_0,607.88,0.00,30.22,Car01,607.88,0.00
33.00,0.05,90.00,3,gneE0_0,517.20,0.00,30.60,Car01,517.20,0.00
33.00,0.12,90.00,4,gneE0_0,426.66,0.00,31.22,Car01,426.66,0.00
34.00,0.19,90.00,0,gneE0_0,805.03,0.00,31.18,Car01,805.03,0.00
34.00,0.31,90.00,1,gneE0_0,729.04,0.00,30.35,Car01,729.04,0.00
34.00,0.20,90.00,2,gneE0_0,638.30,0.00,30.42,Car01,638.30,0.00
34.00,0.68,90.00,3,gneE0_0,548.47,0.00,31.27,Car01,548.47,0.00
34.00,-0.60,90.00,4,gneE0_0,457.28,0.00,30.63,Car01,457.28,0.00
35.00,-0.55,90.00,0,gneE0_0,835.65,0.00,30.63,Car01,835.65,0.00
35.00,0.46,90.00,1,gneE0_0,759.86,0.00,30.81,Car01,759.86,0.00
35.00,0.85,90.00,2,gneE0_0,669.57,0.00,31.27,Car01,669.57,0.00
35.00,-0.12,90.00,3,gneE0_0,579.63,0.00,31.16,Car01,579.63,0.00
35.00,0.45,90.00,4,gneE0_0,488.36,0.00,31.07,Car01,488.36,0.00
36.00,0.45,90.00,0,gneE0_0,866.73,0.00,31.08,Car01,866.73,0.00
36.00,-0.65,90.00,1,gneE0_0,790.02,0.00,30.16,Car01,790.02,0.00
36.00,-0.22,90.00,2,gneE0_0,700.61,0.00,31.04,Car01,700.61,0.00
36.00,-0.02,90.00,3,gneE0_0,610.77,0.00,31.14,Car01,610.77,0.00
36.00,0.14,90.00,4,gneE0_0,519.56,0.00,31.21,Car01,519.56,0.00
37.00,0.10,90.00,0,gneE0_0,897.91,0.00,31.18,Car01,897.91,0.00
37.00,0.53,90.00,1,gneE0_0,820.71,0.00,30.69,Car01,820.71,0.00
37.00,0.22,90.00,2,gneE0_0,731.87,0.00,31.26,Car01,731.87,0.00
37.00,-0.32,90.00,3,gneE0_0,641.59,0.00,30.82,Car01,641.59,0.00
37.00,-0.75,90.00,4,gneE0_0,550.02,0.00,30.46,Car01,550.02,0.00
38.00,-0.66,90.00,0,gneE0_0,928.43,0.00,30.52,Car01,928.43,0.00
38.00,0.09,90.00,1,gneE0_0,851.49,0.00,30.78,Car01,851.49,0.00
38.00,-0.90,90.00,2,gneE0_0,762.24,0.00,30.36,Car01,762.24,0.00
38.00,0.10,90.00,3,gneE0_0,672.51,0.00,30.92,Car01,672.51,0.00
38.00,0.38,90.00,4,gneE0_0,580.86,0.00,30.84,Car01,580.86,0.00
39.00,-0.17,90.00,0,gneE0_0,958.77,0.00,30.34,Car01,958.77,0.00
39.00,-0.51,90.00,1,gneE0_0,881.76,0.00,30.27,Car01,881.76,0.00
39.00,0.82,90.00,2,gneE0_0,793.43,0.00,31.19,Car01,793.43,0.00
39.00,0.08,90.00,3,gneE0_0,703.51,0.00,31.00,Car01,703.51,0.00
39.00,0.16,90.00,4,gneE0_0,611.85,0.00,30.99,Car01,611.85,0.00
40.00,-0.27,90.00,0,gneE0_0,988.85,0.00,30.08,Car01,988.85,0.00
40.00,0.68,90.00,1,gneE0_0,912.71,0.00,30.95,Car01,912.71,0.00
40.00,-0.12,90.00,2,gneE0_0,824.50,0.00,31.07,Car01,824.50,0.00
40.00,-0.54,90.00,3,gneE0_0,733.97,0.00,30.46,Car01,733.97,0.00
40.00,0.04,90.00,4,gneE0_0,642.89,0.00,31.04,Car01,642.89,0.00
41.00,0.32,90.00,0,gneE0_0,1019.25,0.00,30.40,Car01,1019.25,0.00
41.00,-0.51,90.00,1,gneE0_0,943.15,0.00,30.44,Car01,943.15,0.00
41.00,-0.06,90.00,2,gneE0_0,855.51,0.00,31.01,Car01,855.51,0.00
41.00,0.45,90.00,3,gneE0_0,764.88,0.00,30.91,Car01,764.88,0.00
41.00,0.06,90.00,4,gneE0_0,673.98,0.00,31.10,Car01,673.98,0.00
42.00,-0.26,90.00,0,gneE0_0,1049.39,0.00,30.14,Car01,1049.39,0.00
42.00,0.09,90.00,1,gneE0_0,973.67,0.00,30.52,Car01,973.67,0.00
42.00,-0.08,90.00,2,gneE0_0,886.44,0.00,30.93,Car01,886.44,0.00
42.00,-0.70,90.00,3,gneE0_0,795.09,0.00,30.21,Car01,795.09,0.00
42.00,-0.14,90.00,4,gneE0_0,704.94,0.00,30.95,Car01,704.94,0.00
43.00,-0.12,90.00,0,gneE0_0,1079.40,0.00,30.02,Car01,1079.40,0.00
43.00,-0.37,90.00,1,gneE0_0,1003.83,0.00,30.16,Car01,1003.83,0.00
43.00,-0.67,90.00,2,gneE0_0,916.70,0.00,30.26,Car01,916.70,0.00
43.00,0.03,90.00,3,gneE0_0,825.33,0.00,30.24,Car01,825.33,0.00
43.00,0.16,90.00,4,gneE0_0,736.05,0.00,31.12,Car01,736.05,0.00
44.00,0.63,90.00,0,gneE0_0,1110.05,0.00,30.65,Car01,1110.05,0.00
44.00,0.75,90.00,1,gneE0_0,1034.74,0.00,30.91,Car01,1034.74,0.00
44.00,0.59,90.00,2,gneE0_0,947.56,0.00,30.86,Car01,947.56,0.00
44.00,0.26,90.00,3,gneE0_0,855.83,0.00,30.50,Car01,855.83,0.00
44.00,0.02,90.00,4,gneE0_0,767.18,0.00,31.13,Car01,767.18,0.00
45.00,-0.18,90.00,0,gneE0_0,1140.52,0.00,30.47,Car01,1140.52,0.00
45.00,0.36,90.00,1,gneE0_0,1066.01,0.00,31.27,Car01,1066.01,0.00
45.00,0.02,90.00,2,gneE0_0,978.44,0.00,30.88,Car01,978.44,0.00
45.00,-0.39,90.00,3,gneE0_0,885.94,0.00,30.11,Car01,885.94,0.00
45.00,-0.91,90.00,4,gneE0_0,797.41,0.00,30.22,Car01,797.41,0.00
46.00,0.58,90.00,0,gneE0_0,1171.57,0.00,31.05,Car01,1171.57,0.00
46.00,-0.16,90.00,1,gneE0_0,1097.12,0.00,31.11,Car01,1097.12,0.00
46.00,-0.10,90.00,2,gneE0_0,1009.21,0.00,30.78,Car01,1009.21,0.00
46.00,0.44,90.00,3,gneE0_0,916.49,0.00,30.55,Car01,916.49,0.00
46.00,0.07,90.00,4,gneE0_0,827.71,0.00,30.30,Car01,827.71,0.00
47.00,-0.65,90.00,0,gneE0_0,1201.97,0.00,30.40,Car01,1201.97,0.00
47.00,-0.50,90.00,1,gneE0_0,1127.73,0.00,30.61,Car01,1127.73,0.00
47.00,0.06,90.00,2,gneE0_0,1040.05,0.00,30.84,Car01,1040.05,0.00
47.00,0.12,90.00,3,gneE0_0,947.15,0.00,30.67,Car01,947.15,0.00
47.00,-0.23,90.00,4,gneE0_0,857.77,0.00,30.07,Car01,857.77,0.00
48.00,0.64,90.00,0,gneE0_0,1233.01,0.00,31.04,Car01,1233.01,0.00
48.00,0.26,90.00,1,gneE0_0,1158.60,0.00,30.87,Car01,1158.60,0.00
48.00,-0.44,90.00,2,gneE0_0,1070.46,0.00,30.40,Car01,1070.46,0.00
48.00,0.26,90.00,3,gneE0_0,978.08,0.00,30.93,Car01,978.08,0.00
48.00,0.16,90.00,4,gneE0_0,888.00,0.00,30.23,Car01,888.00,0.00
49.00,0.01,90.00,0,gneE0_0,1264.05,0.00,31.05,Car01,1264.05,0.00
49.00,0.16,90.00,1,gneE0_0,1189.63,0.00,31.03,Car01,1189.63,0.00
49.00,0.01,90.00,2,gneE0_0,1100.87,0.00,30.41,Car01,1100.87,0.00
49.00,-0.34,90.00,3,gneE0_0,1008.66,0.00,30.58,Car01,1008.66,0.00
49.00,0.21,90.00,4,gneE0_0,918.44,0.00,30.44,Car01,918.44,0.00
50.00,-0.49,90.00,0,gneE0_0,1294.61,0.00,30.56,Car01,1294.61,0.00
50.00,-0.69,90.00,1,gneE0_0,1219.97,0.00,30.34,Car01,1219.97,0.00
50.00,0.01,90.00,2,gneE0_0,1131.28,0.00,30.42,Car01,1131.28,0.00
50.00,-0.05,90.00,3,gneE0_0,1039.20,0.00,30.53,Car01,1039.20,0.00
50.00,0.54,90.00,4,gneE0_0,949.42,0.00,30.98,Car01,949.42,0.00
51.00,-0.27,90.00,0,gneE0_0,1324.90,0.00,30.29,Car01,1324.90,0.00
51.00,0.94,90.00,1,gneE0_0,1251.25,0.00,31.28,Car01,1251.25,0.00
51.00,-0.35,90.00,2,gneE0_0,1161.35,0.00,30.07,Car01,1161.35,0.00
51.00,0.46,90.00,3,gneE0_0,1070.19,0.00,30.99,Car01,1070.19,0.00
51.00,-0.65,90.00,4,gneE0_0,979.76,0.00,30.33,Car01,979.76,0.00
52.00,0.45,90.00,0,gneE0_0,1355.64,0.00,30.74,Car01,1355.64,0.00
52.00,-0.42,90.00,1,gneE0_0,1282.12,0.00,30.87,Car01,1282.12,0.00
52.00,0.46,90.00,2,gneE0_0,1191.88,0.00,30.53,Car01,1191.88,0.00
52.00,-0.75,90.00,3,gneE0_0,1100.43,0.00,30.25,Car01,1100.43,0.00
52.00,0.46,90.00,4,gneE0_0,1010.55,0.00,30.79,Car01,1010.55,0.00
53.00,0.36,90.00,0,gneE0_0,1386.74,0.00,31.10,Car01,1386.74,0.00
53.00,0.18,90.00,1,gneE0_0,1313.16,0.00,31.05,Car01,1313.16,0.00
53.00,-0.51,90.00,2,gneE0_0,1221.90,0.00,30.02,Car01,1221.90,0.00
53.00,0.18,90.00,3,gneE0_0,1130.86,0.00,30.42,Car01,1130.86,0.00
53.00,-0.14,90.00,4,gneE0_0,1041.20,0.00,30.65,Car01,1041.20,0.00
54.00,-1.08,90.00,0,gneE0_0,1416.76,0.00,30.02,Car01,1416.76,0.00
54.00,-0.15,90.00,1,gneE0_0,1344.06,0.00,30.90,Car01,1344.06,0.00
54.00,0.80,90.00,2,gneE0_0,1252.72,0.00,30.82,Car01,1252.72,0.00
54.00,0.54,90.00,3,gneE0_0,1161.82,0.00,30.96,Car01,1161.82,0.00
54.00,0.51,90.00,4,gneE0_0,1072.36,0.00,31.16,Car01,1072.36,0.00
55.00,1.09,90.00,0,gneE0_0,1447.87,0.00,31.11,Car01,1447.87,0.00
55.00,-0.50,90.00,1,gneE0_0,1374.46,0.00,30.40,Car01,1374.46,0.00
55.00,-0.08,90.00,2,gneE0_0,1283.46,0.00,30.74,Car01,1283.46,0.00
55.00,-0.11,90.00,3,gneE0_0,1192.67,0.00,30.85,Car01,1192.67,0.00
55.00,-0.19,90.00,4,gneE0_0,1103.33,0.00,30.97,Car01,1103.33,0.00
56.00,-0.51,90.00,0,gneE0_0,1478.47,0.00,30.60,Car01,1478.47,0.00
56.00,-0.23,90.00,1,gneE0_0,1404.62,0.00,30.16,Car01,1404.62,0.00
56.00,-0.68,90.00,2,gneE0_0,1313.53,0.00,30.07,Car01,1313.53,0.00
56.00,0.36,90.00,3,gneE0_0,1223.89,0.00,31.22,Car01,1223.89,0.00
56.00,-0.58,90.00,4,gneE0_0,1133.72,0.00,30.39,Car01,1133.72,0.00
57.00,0.39,90.00,0,gneE0_0,1509.46,0.00,30.99,Car01,1509.46,0.00
57.00,0.97,90.00,1,gneE0_0,1435.76,0.00,31.14,Car01,1435.76,0.00
57.00,0.67,90.00,2,gneE0_0,1344.27,0.00,30.74,Car01,1344.27,0.00
57.00,-0.69,90.00,3,gneE0_0,1254.42,0.00,30.53,Car01,1254.42,0.00
57.00,0.06,90.00,4,gneE0_0,1164.16,0.00,30.45,Car01,1164.16,0.00
58.00,-0.38,90.00,0,gneE0_0,1540.08,0.00,30.61,Car01,1540.08,0.00
58.00,-0.41,90.00,1,gneE0_0,1466.49,0.00,30.73,Car01,1466.49,0.00
58.00,0.05,90.00,2,gneE0_0,1375.06,0.00,30.79,Car01,1375.06,0.00
58.00,0.18,90.00,3,gneE0_0,1285.13,0.00,30.71,Car01,1285.13,0.00
58.00,0.70,90.00,4,gneE0_0,1195.31,0.00,31.15,Car01,1195.31,0.00
59.00,0.51,90.00,0,gneE0_0,1571.20,0.00,31.12,Car01,1571.20,0.00
59.00,0.18,90.00,1,gneE0_0,1497.40,0.00,30.91,Car01,1497.40,0.00
59.00,-0.56,90.00,2,gneE0_0,1405.29,0.00,30.23,Car01,1405.29,0.00
59.00,-0.71,90.00,3,gneE0_0,1315.13,0.00,30.00,Car01,1315.13,0.00
59.00,-0.05,90.00,4,gneE0_0,1226.41,0.00,31.10,Car01,1226.41,0.00
60.00,0.00,90.00,0,gneE0_0,1602.32,0.00,31.12,Car01,1602.32,0.00
60.00,-0.60,90.00,1,gneE0_0,1527.70,0.00,30.31,Car01,1527.70,0.00
60.00,0.12,90.00,2,gneE0_0,1435.63,0.00,30.35,Car01,1435.63,0.00
60.00,0.41,90.00,3,gneE0_0,1345.54,0.00,30.41,Car01,1345.54,0.00
60.00,-0.97,90.00,4,gneE0_0,1256.53,0.00,30.12,Car01,1256.53,0.00
61.00,-0.75,90.00,0,gneE0_0,1632.69,0.00,30.37,Car01,1632.69,0.00
61.00,0.26,90.00,1,gneE0_0,1558.28,0.00,30.57,Car01,1558.28,0.00
61.00,-0.05,90.00,2,gneE0_0,1465.93,0.00,30.30,Car01,1465.93,0.00
61.00,0.02,90.00,3,gneE0_0,1375.98,0.00,30.44,Car01,1375.98,0.00
61.00,0.38,90.00,4,gneE0_0,1287.04,0.00,30.50,Car01,1287.04,0.00
62.00,0.42,90.00,0,gneE0_0,1663.48,0.00,30.79,Car01,1663.48,0.00
62.00,0.61,90.00,1,gneE0_0,1589.45,0.00,31.18,Car01,1589.45,0.00
62.00,0.13,90.00,2,gneE0_0,1496.36,0.00,30.43,Car01,1496.36,0.00
62.00,0.06,90.00,3,gneE0_0,1406.48,0.00,30.50,Car01,1406.48,0.00
62.00,0.57,90.00,4,gneE0_0,1318.11,0.00,31.07,Car01,1318.11,0.00
63.00,0.41,90.00,0,gneE0_0,1694.68,0.00,31.20,Car01,1694.68,0.00
63.00,-0.44,90.00,1,gneE0_0,1620.20,0.00,30.74,Car01,1620.20,0.00
63.00,-0.13,90.00,2,gneE0_0,1526.65,0.00,30.30,Car01,1526.65,0.00
63.00,0.17,90.00,3,gneE0_0,1437.15,0.00,30.67,Car01,1437.15,0.00
63.00,-0.51,90.00,4,gneE0_0,1348.68,0.00,30.57,Car01,1348.68,0.00
64.00,-0.78,90.00,0,gneE0_0,1725.10,0.00,30.42,Car01,1725.10,0.00
64.00,-0.46,90.00,1,gneE0_0,1650.48,0.00,30.29,Car01,1650.48,0.00
64.00,0.90,90.00,2,gneE0_0,1557.85,0.00,31.19,Car01,1557.85,0.00
64.00,-0.02,90.00,3,gneE0_0,1467.81,0.00,30.65,Car01,1467.81,0.00
64.00,0.41,90.00,4,gneE0_0,1379.65,0.00,30.98,Car01,1379.65,0.00
65.00,-0.09,90.00,0,gneE0_0,1755.43,0.00,30.33,Car01,1755.43,0.00
65.00,0.50,90.00,1,gneE0_0,1681.26,0.00,30.78,Car01,1681.26,0.00
65.00,-1.11,90.00,2,gneE0_0,1587.94,0.00,30.09,Car01,1587.94,0.00
65.00,0.49,90.00,3,gneE0_0,1498.95,0.00,31.15,Car01,1498.95,0.00
65.00,-0.90,90.00,4,gneE0_0,1409.73,0.00,30.08,Car01,1409.73,0.00
66.00,0.15,90.00,0,gneE0_0,1785.92,0.00,30.49,Car01,1785.92,0.00
66.00,0.30,90.00,1,gneE0_0,1712.35,0.00,31.08,Car01,1712.35,0.00
