data_timestep,vehicle_CO,vehicle_CO2,vehicle_HC,vehicle_NOx,vehicle_PMx,vehicle_angle,vehicle_eclass,vehicle_electricity,vehicle_fuel,vehicle_id,vehicle_lane,vehicle_noise,vehicle_pos,vehicle_route,vehicle_speed,vehicle_type,vehicle_waiting,vehicle_x,vehicle_y,edge_id,edge_traveltime,lane_CO,lane_CO2,lane_HC,lane_NOx,lane_PMx,lane_electricity,lane_fuel,lane_id,lane_maxspeed,lane_meanspeed,lane_noise,lane_occupancy,lane_vehicle_count
393.00,,,,,,,,,,,,,,,,,,,,gneE1,517.92,602.12,37759.70,3.72,13.83,0.88,0.00,12043.61,gneE1_0,33.53,31.07,81.92,0.00,5
393.00,,,,,,,,,,,,,,,,,,,,gneE3,239.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,gneE3_0,33.53,33.53,0.00,0.00,0
394.00,0.00,0.00,0.00,0.00,0.00,90.00,HBEFA3/PC_G_EU4,0.00,0.00,0,gneE1_0,73.31,3803.11,route01,30.49,Car01,0.00,11849.83,0.00,,,,,,,,,,,,,,,
394.00,174.85,10107.52,1.05,3.97,0.24,90.00,HBEFA3/PC_G_EU4,0.00,3223.82,1,gneE1_0,75.34,3750.33,route01,31.29,Car01,0.00,11797.05,0.00,,,,,,,,,,,,,,,
394.00,11.39,2354.51,0.12,0.32,0.04,90.00,HBEFA3/PC_G_EU4,0.00,751.01,2,gneE1_0,73.66,3667.74,route01,30.83,Car01,0.00,11714.46,0.00,,,,,,,,,,,,,,,
394.00,175.43,10135.33,1.06,3.98,0.25,90.00,HBEFA3/PC_G_EU4,0.00,3232.69,3,gneE1_0,75.35,3578.87,route01,31.29,Car01,0.00,11625.59,0.00,,,,,,,,,,,,,,,
394.00,11.56,2362.40,0.12,0.32,0.04,90.00,HBEFA3/PC_G_EU4,0.00,753.53,4,gneE1_0,73.67,3502.42,route01,30.83,Car01,0.00,11549.14,0.00,,,,,,,,,,,,,,,
394.00,,,,,,,,,,,,,,,,,,,,:gneJ1_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ1_0_0,33.53,33.53,0.00,0.00,0
394.00,,,,,,,,,,,,,,,,,,,,:gneJ4_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ4_0_0,33.53,33.53,0.00,0.00,0
394.00,,,,,,,,,,,,,,,,,,,,gneE0,239.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,gneE0_0,33.53,33.53,0.00,0.00,0
394.00,,,,,,,,,,,,,,,,,,,,gneE1,520.04,373.22,24959.76,2.35,8.59,0.57,0.00,7961.05,gneE1_0,33.53,30.95,81.35,0.00,5
394.00,,,,,,,,,,,,,,,,,,,,gneE3,239.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,gneE3_0,33.53,33.53,0.00,0.00,0
395.00,95.21,6529.65,0.60,2.30,0.15,90.00,HBEFA3/PC_G_EU4,0.00,2082.66,0,gneE1_0,74.26,3833.67,route01,30.56,Car01,0.00,11880.39,0.00,,,,,,,,,,,,,,,
395.00,13.29,2442.83,0.13,0.36,0.04,90.00,HBEFA3/PC_G_EU4,0.00,779.18,1,gneE1_0,73.68,3781.17,route01,30.84,Car01,0.00,11827.89,0.00,,,,,,,,,,,,,,,
395.00,173.42,10037.97,1.05,3.94,0.24,90.00,HBEFA3/PC_G_EU4,0.00,3201.63,2,gneE1_0,75.33,3699.03,route01,31.29,Car01,0.00,11745.75,0.00,,,,,,,,,,,,,,,
395.00,9.23,2254.63,0.10,0.27,0.04,90.00,HBEFA3/PC_G_EU4,0.00,719.16,3,gneE1_0,73.65,3609.69,route01,30.82,Car01,0.00,11656.41,0.00,,,,,,,,,,,,,,,
395.00,173.26,10030.18,1.05,3.93,0.24,90.00,HBEFA3/PC_G_EU4,0.00,3199.15,4,gneE1_0,75.33,3533.71,route01,31.29,Car01,0.00,11580.43,0.00,,,,,,,,,,,,,,,
395.00,,,,,,,,,,,,,,,,,,,,:gneJ1_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ1_0_0,33.53,33.53,0.00,0.00,0
395.00,,,,,,,,,,,,,,,,,,,,:gneJ4_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ4_0_0,33.53,33.53,0.00,0.00,0
395.00,,,,,,,,,,,,,,,,,,,,gneE0,239.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,gneE0_0,33.53,33.53,0.00,0.00,0
395.00,,,,,,,,,,,,,,,,,,,,gneE1,519.82,464.42,31295.25,2.93,10.80,0.71,0.00,9981.79,gneE1_0,33.53,30.96,81.50,0.00,5
395.00,,,,,,,,,,,,,,,,,,,,gneE3,239.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,gneE3_0,33.53,33.53,0.00,0.00,0
396.00,202.17,11470.02,1.21,4.61,0.28,90.00,HBEFA3/PC_G_EU4,0.00,3658.38,0,gneE1_0,75.68,3864.88,route01,31.21,Car01,0.00,11911.60,0.00,,,,,,,,,,,,,,,
396.00,171.63,9950.87,1.04,3.89,0.24,90.00,HBEFA3/PC_G_EU4,0.00,3173.86,1,gneE1_0,75.31,3812.46,route01,31.29,Car01,0.00,11859.18,0.00,,,,,,,,,,,,,,,
396.00,11.67,2367.79,0.12,0.33,0.04,90.00,HBEFA3/PC_G_EU4,0.00,755.25,2,gneE1_0,73.67,3729.86,route01,30.83,Car01,0.00,11776.58,0.00,,,,,,,,,,,,,,,
396.00,175.45,10136.53,1.06,3.98,0.25,90.00,HBEFA3/PC_G_EU4,0.00,3233.07,3,gneE1_0,75.35,3640.98,route01,31.29,Car01,0.00,11687.70,0.00,,,,,,,,,,,,,,,
396.00,11.58,2363.41,0.12,0.32,0.04,90.00,HBEFA3/PC_G_EU4,0.00,753.85,4,gneE1_0,73.67,3564.54,route01,30.83,Car01,0.00,11611.26,0.00,,,,,,,,,,,,,,,
396.00,,,,,,,,,,,,,,,,,,,,:gneJ1_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ1_0_0,33.53,33.53,0.00,0.00,0
396.00,,,,,,,,,,,,,,,,,,,,:gneJ4_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ4_0_0,33.53,33.53,0.00,0.00,0
396.00,,,,,,,,,,,,,,,,,,,,gneE0,239.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,gneE0_0,33.53,33.53,0.00,0.00,0
396.00,,,,,,,,,,,,,,,,,,,,gneE1,517.65,572.51,36288.63,3.54,13.14,0.85,0.00,11574.42,gneE1_0,33.53,31.09,81.81,0.00,5
396.00,,,,,,,,,,,,,,,,,,,,gneE3,239.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,gneE3_0,33.53,33.53,0.00,0.00,0
397.00,36.63,3556.36,0.26,0.89,0.07,90.00,HBEFA3/PC_G_EU4,0.00,1134.34,0,gneE1_0,73.87,3895.77,route01,30.89,Car01,0.00,11942.49,0.00,,,,,,,,,,,,,,,
397.00,47.52,4029.54,0.32,1.11,0.08,90.00,HBEFA3/PC_G_EU4,0.00,1285.26,1,gneE1_0,74.00,3843.49,route01,31.03,Car01,0.00,11890.21,0.00,,,,,,,,,,,,,,,
397.00,173.15,10024.86,1.05,3.93,0.24,90.00,HBEFA3/PC_G_EU4,0.00,3197.45,2,gneE1_0,75.32,3761.15,route01,31.29,Car01,0.00,11807.87,0.00,,,,,,,,,,,,,,,
397.00,9.25,2255.30,0.10,0.27,0.04,90.00,HBEFA3/PC_G_EU4,0.00,719.37,3,gneE1_0,73.65,3671.79,route01,30.82,Car01,0.00,11718.51,0.00,,,,,,,,,,,,,,,
397.00,173.24,10029.19,1.05,3.93,0.24,90.00,HBEFA3/PC_G_EU4,0.00,3198.83,4,gneE1_0,75.33,3595.84,route01,31.29,Car01,0.00,11642.56,0.00,,,,,,,,,,,,,,,
397.00,,,,,,,,,,,,,,,,,,,,:gneJ1_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ1_0_0,33.53,33.53,0.00,0.00,0
397.00,,,,,,,,,,,,,,,,,,,,:gneJ4_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ4_0_0,33.53,33.53,0.00,0.00,0
397.00,,,,,,,,,,,,,,,,,,,,gneE0,239.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,gneE0_0,33.53,33.53,0.00,0.00,0
397.00,,,,,,,,,,,,,,,,,,,,gneE1,518.08,439.78,29895.25,2.78,10.12,0.68,0.00,9535.26,gneE1_0,33.53,31.06,81.49,0.00,5
397.00,,,,,,,,,,,,,,,,,,,,gneE3,239.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,gneE3_0,33.53,33.53,0.00,0.00,0
398.00,0.00,0.00,0.00,0.00,0.00,90.00,HBEFA3/PC_G_EU4,0.00,0.00,0,gneE1_0,73.04,3925.89,route01,30.13,Car01,0.00,11972.61,0.00,,,,,,,,,,,,,,,
398.00,139.62,8396.40,0.85,3.16,0.20,90.00,HBEFA3/PC_G_EU4,0.00,2678.06,1,gneE1_0,74.94,3874.78,route01,31.29,Car01,0.00,11921.50,0.00,,,,,,,,,,,,,,,
398.00,16.29,2581.90,0.15,0.43,0.05,90.00,HBEFA3/PC_G_EU4,0.00,823.54,2,gneE1_0,73.71,3792.01,route01,30.86,Car01,0.00,11838.73,0.00,,,,,,,,,,,,,,,
398.00,175.44,10135.87,1.06,3.98,0.25,90.00,HBEFA3/PC_G_EU4,0.00,3232.86,3,gneE1_0,75.35,3703.09,route01,31.29,Car01,0.00,11749.81,0.00,,,,,,,,,,,,,,,
398.00,11.60,2364.42,0.12,0.32,0.04,90.00,HBEFA3/PC_G_EU4,0.00,754.18,4,gneE1_0,73.67,3626.66,route01,30.83,Car01,0.00,11673.38,0.00,,,,,,,,,,,,,,,
398.00,,,,,,,,,,,,,,,,,,,,:gneJ1_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ1_0_0,33.53,33.53,0.00,0.00,0
398.00,,,,,,,,,,,,,,,,,,,,:gneJ4_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ4_0_0,33.53,33.53,0.00,0.00,0
398.00,,,,,,,,,,,,,,,,,,,,gneE0,239.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,gneE0_0,33.53,33.53,0.00,0.00,0
398.00,,,,,,,,,,,,,,,,,,,,gneE1,521.18,342.95,23478.59,2.17,7.89,0.53,0.00,7488.64,gneE1_0,33.53,30.88,81.22,0.00,5
398.00,,,,,,,,,,,,,,,,,,,,gneE3,239.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,gneE3_0,33.53,33.53,0.00,0.00,0
399.00,81.53,6018.66,0.53,2.06,0.13,90.00,HBEFA3/PC_G_EU4,0.00,1919.68,0,gneE1_0,73.99,3956.04,route01,30.15,Car01,0.00,12002.76,0.00,,,,,,,,,,,,,,,
399.00,12.83,2421.39,0.13,0.35,0.04,90.00,HBEFA3/PC_G_EU4,0.00,772.35,1,gneE1_0,73.68,3905.61,route01,30.84,Car01,0.00,11952.33,0.00,,,,,,,,,,,,,,,
399.00,168.81,9813.86,1.02,3.83,0.24,90.00,HBEFA3/PC_G_EU4,0.00,3130.16,2,gneE1_0,75.27,3823.30,route01,31.29,Car01,0.00,11870.02,0.00,,,,,,,,,,,,,,,
399.00,9.63,2272.98,0.11,0.28,0.04,90.00,HBEFA3/PC_G_EU4,0.00,725.01,3,gneE1_0,73.65,3733.90,route01,30.82,Car01,0.00,11780.62,0.00,,,,,,,,,,,,,,,
399.00,173.22,10028.18,1.05,3.93,0.24,90.00,HBEFA3/PC_G_EU4,0.00,3198.51,4,gneE1_0,75.33,3657.96,route01,31.29,Car01,0.00,11704.68,0.00,,,,,,,,,,,,,,,
399.00,,,,,,,,,,,,,,,,,,,,:gneJ1_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ1_0_0,33.53,33.53,0.00,0.00,0
399.00,,,,,,,,,,,,,,,,,,,,:gneJ4_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ4_0_0,33.53,33.53,0.00,0.00,0
399.00,,,,,,,,,,,,,,,,,,,,gneE0,239.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,gneE0_0,33.53,33.53,0.00,0.00,0
399.00,,,,,,,,,,,,,,,,,,,,gneE1,521.21,446.01,30555.07,2.83,10.46,0.69,0.00,9745.71,gneE1_0,33.53,30.88,81.44,0.00,5
399.00,,,,,,,,,,,,,,,,,,,,gneE3,239.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,gneE3_0,33.53,33.53,0.00,0.00,0
400.00,225.03,12679.18,1.35,5.19,0.31,90.00,HBEFA3/PC_G_EU4,0.00,4044.04,0,gneE1_0,75.95,3987.00,route01,30.96,Car01,0.00,12033.72,0.00,,,,,,,,,,,,,,,
400.00,88.32,6087.94,0.56,2.08,0.14,90.00,HBEFA3/PC_G_EU4,0.00,1941.78,1,gneE1_0,74.28,3936.45,route01,30.84,Car01,0.00,11983.17,0.00,,,,,,,,,,,,,,,
400.00,13.02,2430.37,0.13,0.36,0.04,90.00,HBEFA3/PC_G_EU4,0.00,775.21,2,gneE1_0,73.68,3854.14,route01,30.84,Car01,0.00,11900.86,0.00,,,,,,,,,,,,,,,
400.00,175.08,10118.42,1.06,3.97,0.24,90.00,HBEFA3/PC_G_EU4,0.00,3227.29,3,gneE1_0,75.35,3765.20,route01,31.29,Car01,0.00,11811.92,0.00,,,,,,,,,,,,,,,
400.00,11.62,2365.29,0.12,0.32,0.04,90.00,HBEFA3/PC_G_EU4,0.00,754.45,4,gneE1_0,73.67,3688.79,route01,30.83,Car01,0.00,11735.51,0.00,,,,,,,,,,,,,,,
400.00,,,,,,,,,,,,,,,,,,,,:gneJ1_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ1_0_0,33.53,33.53,0.00,0.00,0
400.00,,,,,,,,,,,,,,,,,,,,:gneJ4_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ4_0_0,33.53,33.53,0.00,0.00,0
400.00,,,,,,,,,,,,,,,,,,,,gneE0,239.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,gneE0_0,33.53,33.53,0.00,0.00,0
400.00,,,,,,,,,,,,,,,,,,,,gneE1,519.97,513.07,33681.19,3.21,11.92,0.77,0.00,10742.78,gneE1_0,33.53,30.95,81.67,0.00,5
400.00,,,,,,,,,,,,,,,,,,,,gneE3,239.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,gneE3_0,33.53,33.53,0.00,0.00,0
401.00,13.97,2593.38,0.13,0.44,0.04,90.00,HBEFA3/PC_G_EU4,0.00,827.20,0,gneE1_0,73.57,4017.54,route01,30.53,Car01,0.00,12064.26,0.00,,,,,,,,,,,,,,,
401.00,172.06,9972.01,1.04,3.90,0.24,90.00,HBEFA3/PC_G_EU4,0.00,3180.60,1,gneE1_0,75.31,3967.74,route01,31.29,Car01,0.00,12014.46,0.00,,,,,,,,,,,,,,,
401.00,171.88,9963.15,1.04,3.90,0.24,90.00,HBEFA3/PC_G_EU4,0.00,3177.77,2,gneE1_0,75.31,3885.43,route01,31.29,Car01,0.00,11932.15,0.00,,,,,,,,,,,,,,,
401.00,9.44,2264.01,0.11,0.28,0.04,90.00,HBEFA3/PC_G_EU4,0.00,722.15,3,gneE1_0,73.65,3796.01,route01,30.82,Car01,0.00,11842.73,0.00,,,,,,,,,,,,,,,
401.00,173.20,10027.33,1.05,3.93,0.24,90.00,HBEFA3/PC_G_EU4,0.00,3198.24,4,gneE1_0,75.32,3720.08,route01,31.29,Car01,0.00,11766.80,0.00,,,,,,,,,,,,,,,
401.00,,,,,,,,,,,,,,,,,,,,:gneJ1_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ1_0_0,33.53,33.53,0.00,0.00,0
401.00,,,,,,,,,,,,,,,,,,,,:gneJ4_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ4_0_0,33.53,33.53,0.00,0.00,0
401.00,,,,,,,,,,,,,,,,,,,,gneE0,239.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,gneE0_0,33.53,33.53,0.00,0.00,0
401.00,,,,,,,,,,,,,,,,,,,,gneE1,518.39,540.55,34819.89,3.36,12.45,0.81,0.00,11105.97,gneE1_0,33.53,31.05,81.70,0.00,5
401.00,,,,,,,,,,,,,,,,,,,,gneE3,239.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,gneE3_0,33.53,33.53,0.00,0.00,0
402.00,130.00,8130.41,0.80,3.05,0.19,90.00,HBEFA3/PC_G_EU4,0.00,2593.22,0,gneE1_0,74.69,4048.33,route01,30.79,Car01,0.00,12095.05,0.00,,,,,,,,,,,,,,,
402.00,16.17,2576.28,0.14,0.42,0.05,90.00,HBEFA3/PC_G_EU4,0.00,821.75,1,gneE1_0,73.71,3998.60,route01,30.85,Car01,0.00,12045.32,0.00,,,,,,,,,,,,,,,
402.00,26.68,3063.67,0.20,0.65,0.06,90.00,HBEFA3/PC_G_EU4,0.00,977.20,2,gneE1_0,73.80,3916.34,route01,30.91,Car01,0.00,11963.06,0.00,,,,,,,,,,,,,,,
402.00,175.26,10127.26,1.06,3.98,0.24,90.00,HBEFA3/PC_G_EU4,0.00,3230.11,3,gneE1_0,75.35,3827.31,route01,31.29,Car01,0.00,11874.03,0.00,,,,,,,,,,,,,,,
402.00,11.64,2366.24,0.12,0.33,0.04,90.00,HBEFA3/PC_G_EU4,0.00,754.76,4,gneE1_0,73.67,3750.91,route01,30.83,Car01,0.00,11797.63,0.00,,,,,,,,,,,,,,,
402.00,,,,,,,,,,,,,,,,,,,,:gneJ1_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ1_0_0,33.53,33.53,0.00,0.00,0
402.00,,,,,,,,,,,,,,,,,,,,:gneJ4_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ4_0_0,33.53,33.53,0.00,0.00,0
402.00,,,,,,,,,,,,,,,,,,,,gneE0,239.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,gneE0_0,33.53,33.53,0.00,0.00,0
402.00,,,,,,,,,,,,,,,,,,,,gneE1,520.22,359.76,26263.86,2.33,8.42,0.58,0.00,8377.04,gneE1_0,33.53,30.94,81.29,0.00,5
402.00,,,,,,,,,,,,,,,,,,,,gneE3,239.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,gneE3_0,33.53,33.53,0.00,0.00,0
403.00,114.76,7331.00,0.71,2.67,0.17,90.00,HBEFA3/PC_G_EU4,0.00,2338.25,0,gneE1_0,74.57,4079.27,route01,30.94,Car01,0.00,12125.99,0.00,,,,,,,,,,,,,,,
403.00,168.92,9819.40,1.02,3.83,0.24,90.00,HBEFA3/PC_G_EU4,0.00,3131.92,1,gneE1_0,75.27,4029.89,route01,31.29,Car01,0.00,12076.61,0.00,,,,,,,,,,,,,,,
403.00,159.06,9340.36,0.96,3.61,0.22,90.00,HBEFA3/PC_G_EU4,0.00,2979.13,2,gneE1_0,75.16,3947.63,route01,31.29,Car01,0.00,11994.35,0.00,,,,,,,,,,,,,,,
403.00,10.60,2318.12,0.11,0.30,0.04,90.00,HBEFA3/PC_G_EU4,0.00,739.41,3,gneE1_0,73.66,3858.13,route01,30.82,Car01,0.00,11904.85,0.00,,,,,,,,,,,,,,,
403.00,173.18,10026.39,1.05,3.93,0.24,90.00,HBEFA3/PC_G_EU4,0.00,3197.94,4,gneE1_0,75.32,3782.20,route01,31.29,Car01,0.00,11828.92,0.00,,,,,,,,,,,,,,,
403.00,,,,,,,,,,,,,,,,,,,,:gneJ1_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ1_0_0,33.53,33.53,0.00,0.00,0
403.00,,,,,,,,,,,,,,,,,,,,:gneJ4_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ4_0_0,33.53,33.53,0.00,0.00,0
403.00,,,,,,,,,,,,,,,,,,,,gneE0,239.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,gneE0_0,33.53,33.53,0.00,0.00,0
403.00,,,,,,,,,,,,,,,,,,,,gneE1,517.01,626.52,38835.27,3.85,14.34,0.91,0.00,12386.66,gneE1_0,33.53,31.13,81.83,0.00,5
403.00,,,,,,,,,,,,,,,,,,,,gneE3,239.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,gneE3_0,33.53,33.53,0.00,0.00,0
404.00,54.81,4495.52,0.37,1.33,0.10,90.00,HBEFA3/PC_G_EU4,0.00,1433.88,0,gneE1_0,73.96,4110.01,route01,30.75,Car01,0.00,12156.73,0.00,,,,,,,,,,,,,,,
404.00,34.24,3413.87,0.25,0.82,0.07,90.00,HBEFA3/PC_G_EU4,0.00,1088.90,1,gneE1_0,73.87,4060.84,route01,30.96,Car01,0.00,12107.56,0.00,,,,,,,,,,,,,,,
404.00,36.48,3517.75,0.26,0.87,0.07,90.00,HBEFA3/PC_G_EU4,0.00,1122.03,2,gneE1_0,73.89,3978.60,route01,30.97,Car01,0.00,12025.32,0.00,,,,,,,,,,,,,,,
404.00,174.16,10073.86,1.05,3.95,0.24,90.00,HBEFA3/PC_G_EU4,0.00,3213.08,3,gneE1_0,75.34,3889.42,route01,31.29,Car01,0.00,11936.14,0.00,,,,,,,,,,,,,,,
404.00,11.65,2366.70,0.12,0.33,0.04,90.00,HBEFA3/PC_G_EU4,0.00,754.90,4,gneE1_0,73.67,3813.03,route01,30.83,Car01,0.00,11859.75,0.00,,,,,,,,,,,,,,,
404.00,,,,,,,,,,,,,,,,,,,,:gneJ1_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ1_0_0,33.53,33.53,0.00,0.00,0
404.00,,,,,,,,,,,,,,,,,,,,:gneJ4_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ4_0_0,33.53,33.53,0.00,0.00,0
404.00,,,,,,,,,,,,,,,,,,,,gneE0,239.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,gneE0_0,33.53,33.53,0.00,0.00,0
404.00,,,,,,,,,,,,,,,,,,,,gneE1,519.85,311.33,23867.70,2.05,7.29,0.52,0.00,7612.79,gneE1_0,33.53,30.96,81.18,0.00,5
404.00,,,,,,,,,,,,,,,,,,,,gneE3,239.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,gneE3_0,33.53,33.53,0.00,0.00,0
405.00,126.72,7902.19,0.78,2.93,0.19,90.00,HBEFA3/PC_G_EU4,0.00,2520.43,0,gneE1_0,74.71,4140.98,route01,30.96,Car01,0.00,12187.70,0.00,,,,,,,,,,,,,,,
405.00,151.99,8997.29,0.92,3.44,0.22,90.00,HBEFA3/PC_G_EU4,0.00,2869.71,1,gneE1_0,75.08,4092.14,route01,31.29,Car01,0.00,12138.86,0.00,,,,,,,,,,,,,,,
405.00,149.90,8895.71,0.91,3.40,0.21,90.00,HBEFA3/PC_G_EU4,0.00,2837.31,2,gneE1_0,75.05,4009.89,route01,31.29,Car01,0.00,12056.61,0.00,,,,,,,,,,,,,,,
405.00,11.93,2379.65,0.12,0.33,0.04,90.00,HBEFA3/PC_G_EU4,0.00,759.03,3,gneE1_0,73.67,3920.25,route01,30.83,Car01,0.00,11966.97,0.00,,,,,,,,,,,,,,,
405.00,173.17,10025.94,1.05,3.93,0.24,90.00,HBEFA3/PC_G_EU4,0.00,3197.80,4,gneE1_0,75.32,3844.32,route01,31.29,Car01,0.00,11891.04,0.00,,,,,,,,,,,,,,,
405.00,,,,,,,,,,,,,,,,,,,,:gneJ1_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ1_0_0,33.53,33.53,0.00,0.00,0
405.00,,,,,,,,,,,,,,,,,,,,:gneJ4_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ4_0_0,33.53,33.53,0.00,0.00,0
405.00,,,,,,,,,,,,,,,,,,,,gneE0,239.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,gneE0_0,33.53,33.53,0.00,0.00,0
405.00,,,,,,,,,,,,,,,,,,,,gneE1,516.91,613.72,38200.77,3.78,14.04,0.90,0.00,12184.29,gneE1_0,33.53,31.13,81.79,0.00,5
405.00,,,,,,,,,,,,,,,,,,,,gneE3,239.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,gneE3_0,33.53,33.53,0.00,0.00,0
406.00,0.00,0.00,0.00,0.00,0.00,90.00,HBEFA3/PC_G_EU4,0.00,0.00,0,gneE1_0,72.88,4171.03,route01,30.05,Car01,0.00,12217.75,0.00,,,,,,,,,,,,,,,
406.00,45.75,3947.73,0.31,1.07,0.08,90.00,HBEFA3/PC_G_EU4,0.00,1259.17,1,gneE1_0,73.98,4123.16,route01,31.02,Car01,0.00,12169.88,0.00,,,,,,,,,,,,,,,
406.00,45.69,3944.69,0.31,1.07,0.08,90.00,HBEFA3/PC_G_EU4,0.00,1258.20,2,gneE1_0,73.98,4040.91,route01,31.02,Car01,0.00,12087.63,0.00,,,,,,,,,,,,,,,
406.00,172.91,10013.17,1.04,3.92,0.24,90.00,HBEFA3/PC_G_EU4,0.00,3193.73,3,gneE1_0,75.32,3951.54,route01,31.29,Car01,0.00,11998.26,0.00,,,,,,,,,,,,,,,
406.00,11.65,2366.58,0.12,0.33,0.04,90.00,HBEFA3/PC_G_EU4,0.00,754.86,4,gneE1_0,73.67,3875.15,route01,30.83,Car01,0.00,11921.87,0.00,,,,,,,,,,,,,,,
406.00,,,,,,,,,,,,,,,,,,,,:gneJ1_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ1_0_0,33.53,33.53,0.00,0.00,0
406.00,,,,,,,,,,,,,,,,,,,,:gneJ4_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ4_0_0,33.53,33.53,0.00,0.00,0
406.00,,,,,,,,,,,,,,,,,,,,gneE0,239.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,gneE0_0,33.53,33.53,0.00,0.00,0
406.00,,,,,,,,,,,,,,,,,,,,gneE1,521.80,276.00,20272.16,1.79,6.38,0.45,0.00,6465.96,gneE1_0,33.53,30.84,81.03,0.00,5
406.00,,,,,,,,,,,,,,,,,,,,gneE3,239.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,gneE3_0,33.53,33.53,0.00,0.00,0
407.00,220.48,12502.73,1.32,5.11,0.31,90.00,HBEFA3/PC_G_EU4,0.00,3987.76,0,gneE1_0,75.86,4201.88,route01,30.85,Car01,0.00,12248.60,0.00,,,,,,,,,,,,,,,
407.00,64.65,4923.88,0.42,1.53,0.11,90.00,HBEFA3/PC_G_EU4,0.00,1570.51,1,gneE1_0,74.08,4154.03,route01,30.87,Car01,0.00,12200.75,0.00,,,,,,,,,,,,,,,
407.00,141.33,8479.04,0.86,3.20,0.20,90.00,HBEFA3/PC_G_EU4,0.00,2704.42,2,gneE1_0,74.96,4072.20,route01,31.29,Car01,0.00,12118.92,0.00,,,,,,,,,,,,,,,
407.00,13.42,2448.92,0.13,0.36,0.04,90.00,HBEFA3/PC_G_EU4,0.00,781.13,3,gneE1_0,73.68,3982.38,route01,30.84,Car01,0.00,12029.10,0.00,,,,,,,,,,,,,,,
407.00,173.18,10026.06,1.05,3.93,0.24,90.00,HBEFA3/PC_G_EU4,0.00,3197.84,4,gneE1_0,75.32,3906.44,route01,31.29,Car01,0.00,11953.16,0.00,,,,,,,,,,,,,,,
