data_timestep,vehicle_CO,vehicle_CO2,vehicle_HC,vehicle_NOx,vehicle_PMx,vehicle_angle,vehicle_eclass,vehicle_electricity,vehicle_fuel,vehicle_id,vehicle_lane,vehicle_noise,vehicle_pos,vehicle_route,vehicle_speed,vehicle_type,vehicle_waiting,vehicle_x,vehicle_y,edge_id,edge_traveltime,lane_CO,lane_CO2,lane_HC,lane_NOx,lane_PMx,lane_electricity,lane_fuel,lane_id,lane_maxspeed,lane_meanspeed,lane_noise,lane_occupancy,lane_vehicle_count
188.00,,,,,,,,,,,,,,,,,,,,:gneJ4_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ4_0_0,33.53,33.53,0.00,0.00,0
188.00,,,,,,,,,,,,,,,,,,,,gneE0,263.86,347.95,22533.26,2.16,8.27,0.52,0.00,7187.07,gneE0_0,33.53,30.50,80.98,0.00,5
188.00,,,,,,,,,,,,,,,,,,,,gneE1,479.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,gneE1_0,33.53,33.53,0.00,0.00,0
188.00,,,,,,,,,,,,,,,,,,,,gneE3,239.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,gneE3_0,33.53,33.53,0.00,0.00,0
189.00,173.82,10215.12,1.05,4.03,0.25,90.00,HBEFA3/PC_G_EU4,0.00,3258.13,0,gneE0_0,75.24,5557.49,route01,30.90,Car01,0.00,5557.49,0.00,,,,,,,,,,,,,,,
189.00,0.00,0.00,0.00,0.00,0.00,90.00,HBEFA3/PC_G_EU4,0.00,0.00,1,gneE0_0,73.16,5477.14,route01,29.99,Car01,0.00,5477.14,0.00,,,,,,,,,,,,,,,
189.00,62.33,5103.01,0.42,1.63,0.11,90.00,HBEFA3/PC_G_EU4,0.00,1627.64,2,gneE0_0,73.80,5386.46,route01,30.10,Car01,0.00,5386.46,0.00,,,,,,,,,,,,,,,
189.00,185.22,10710.92,1.12,4.26,0.26,90.00,HBEFA3/PC_G_EU4,0.00,3416.27,3,gneE0_0,75.42,5295.62,route01,31.05,Car01,0.00,5295.62,0.00,,,,,,,,,,,,,,,
189.00,39.71,3829.57,0.28,1.02,0.08,90.00,HBEFA3/PC_G_EU4,0.00,1221.48,4,gneE0_0,73.77,5214.09,route01,30.57,Car01,0.00,5214.09,0.00,,,,,,,,,,,,,,,
189.00,,,,,,,,,,,,,,,,,,,,:gneJ1_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ1_0_0,33.53,33.53,0.00,0.00,0
189.00,,,,,,,,,,,,,,,,,,,,:gneJ4_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ4_0_0,33.53,33.53,0.00,0.00,0
189.00,,,,,,,,,,,,,,,,,,,,gneE0,263.63,461.08,29858.62,2.87,10.94,0.69,0.00,9523.52,gneE0_0,33.53,30.52,81.36,0.00,5
189.00,,,,,,,,,,,,,,,,,,,,gneE1,479.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,gneE1_0,33.53,33.53,0.00,0.00,0
189.00,,,,,,,,,,,,,,,,,,,,gneE3,239.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,gneE3_0,33.53,33.53,0.00,0.00,0
190.00,0.00,0.00,0.00,0.00,0.00,90.00,HBEFA3/PC_G_EU4,0.00,0.00,0,gneE0_0,73.42,5587.88,route01,30.39,Car01,0.00,5587.88,0.00,,,,,,,,,,,,,,,
190.00,291.51,15820.86,1.73,6.67,0.39,90.00,HBEFA3/PC_G_EU4,0.00,5046.07,1,gneE0_0,77.03,5508.32,route01,31.18,Car01,0.00,5508.32,0.00,,,,,,,,,,,,,,,
190.00,67.48,5373.36,0.45,1.76,0.12,90.00,HBEFA3/PC_G_EU4,0.00,1713.87,2,gneE0_0,73.83,5416.51,route01,30.05,Car01,0.00,5416.51,0.00,,,,,,,,,,,,,,,
190.00,123.28,7632.46,0.76,2.80,0.18,90.00,HBEFA3/PC_G_EU4,0.00,2434.40,3,gneE0_0,74.74,5326.84,route01,31.22,Car01,0.00,5326.84,0.00,,,,,,,,,,,,,,,
190.00,106.26,7015.23,0.66,2.52,0.16,90.00,HBEFA3/PC_G_EU4,0.00,2237.54,4,gneE0_0,74.41,5244.79,route01,30.69,Car01,0.00,5244.79,0.00,,,,,,,,,,,,,,,
190.00,,,,,,,,,,,,,,,,,,,,:gneJ1_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ1_0_0,33.53,33.53,0.00,0.00,0
190.00,,,,,,,,,,,,,,,,,,,,:gneJ4_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ4_0_0,33.53,33.53,0.00,0.00,0
190.00,,,,,,,,,,,,,,,,,,,,gneE0,262.06,588.54,35841.92,3.60,13.75,0.85,0.00,11431.88,gneE0_0,33.53,30.71,81.87,0.00,5
190.00,,,,,,,,,,,,,,,,,,,,gneE1,479.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,gneE1_0,33.53,33.53,0.00,0.00,0
190.00,,,,,,,,,,,,,,,,,,,,gneE3,239.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,gneE3_0,33.53,33.53,0.00,0.00,0
191.00,181.21,10557.24,1.09,4.19,0.25,90.00,HBEFA3/PC_G_EU4,0.00,3367.25,0,gneE0_0,75.34,5618.82,route01,30.94,Car01,0.00,5618.82,0.00,,,,,,,,,,,,,,,
191.00,89.56,6020.71,0.56,2.04,0.14,90.00,HBEFA3/PC_G_EU4,0.00,1920.34,1,gneE0_0,74.40,5539.47,route01,31.15,Car01,0.00,5539.47,0.00,,,,,,,,,,,,,,,
191.00,303.78,16371.63,1.80,6.92,0.41,90.00,HBEFA3/PC_G_EU4,0.00,5221.74,2,gneE0_0,77.25,5447.79,route01,31.29,Car01,0.00,5447.79,0.00,,,,,,,,,,,,,,,
191.00,44.03,3894.54,0.30,1.04,0.08,90.00,HBEFA3/PC_G_EU4,0.00,1242.21,3,gneE0_0,73.94,5357.79,route01,30.94,Car01,0.00,5357.79,0.00,,,,,,,,,,,,,,,
191.00,178.60,10327.95,1.08,4.07,0.25,90.00,HBEFA3/PC_G_EU4,0.00,3294.12,4,gneE0_0,75.37,5275.99,route01,31.20,Car01,0.00,5275.99,0.00,,,,,,,,,,,,,,,
191.00,,,,,,,,,,,,,,,,,,,,:gneJ1_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ1_0_0,33.53,33.53,0.00,0.00,0
191.00,,,,,,,,,,,,,,,,,,,,:gneJ4_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ4_0_0,33.53,33.53,0.00,0.00,0
191.00,,,,,,,,,,,,,,,,,,,,gneE0,258.69,797.19,47172.08,4.84,18.27,1.13,0.00,15045.66,gneE0_0,33.53,31.11,82.41,0.00,5
191.00,,,,,,,,,,,,,,,,,,,,gneE1,479.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,gneE1_0,33.53,33.53,0.00,0.00,0
191.00,,,,,,,,,,,,,,,,,,,,gneE3,239.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,gneE3_0,33.53,33.53,0.00,0.00,0
192.00,27.30,3218.07,0.21,0.73,0.06,90.00,HBEFA3/PC_G_EU4,0.00,1026.44,0,gneE0_0,73.69,5649.42,route01,30.59,Car01,0.00,5649.42,0.00,,,,,,,,,,,,,,,
192.00,0.00,0.00,0.00,0.00,0.00,90.00,HBEFA3/PC_G_EU4,0.00,0.00,1,gneE0_0,73.23,5569.91,route01,30.44,Car01,0.00,5569.91,0.00,,,,,,,,,,,,,,,
192.00,37.13,3549.28,0.26,0.88,0.07,90.00,HBEFA3/PC_G_EU4,0.00,1132.09,2,gneE0_0,73.90,5478.76,route01,30.97,Car01,0.00,5478.76,0.00,,,,,,,,,,,,,,,
192.00,73.08,5342.49,0.47,1.73,0.12,90.00,HBEFA3/PC_G_EU4,0.00,1704.02,3,gneE0_0,74.15,5388.64,route01,30.85,Car01,0.00,5388.64,0.00,,,,,,,,,,,,,,,
192.00,13.54,2488.33,0.13,0.38,0.04,90.00,HBEFA3/PC_G_EU4,0.00,793.70,4,gneE0_0,73.65,5306.74,route01,30.75,Car01,0.00,5306.74,0.00,,,,,,,,,,,,,,,
192.00,,,,,,,,,,,,,,,,,,,,:gneJ1_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ1_0_0,33.53,33.53,0.00,0.00,0
192.00,,,,,,,,,,,,,,,,,,,,:gneJ4_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ4_0_0,33.53,33.53,0.00,0.00,0
192.00,,,,,,,,,,,,,,,,,,,,gneE0,261.93,151.05,14598.17,1.08,3.73,0.29,0.00,4656.25,gneE0_0,33.53,30.72,80.72,0.00,5
192.00,,,,,,,,,,,,,,,,,,,,gneE1,479.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,gneE1_0,33.53,33.53,0.00,0.00,0
192.00,,,,,,,,,,,,,,,,,,,,gneE3,239.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,gneE3_0,33.53,33.53,0.00,0.00,0
193.00,178.51,10359.57,1.08,4.09,0.25,90.00,HBEFA3/PC_G_EU4,0.00,3304.21,0,gneE0_0,75.35,5680.53,route01,31.11,Car01,0.00,5680.53,0.00,,,,,,,,,,,,,,,
193.00,230.81,12841.56,1.38,5.26,0.32,90.00,HBEFA3/PC_G_EU4,0.00,4095.83,1,gneE0_0,76.08,5601.17,route01,31.25,Car01,0.00,5601.17,0.00,,,,,,,,,,,,,,,
193.00,143.29,8589.22,0.87,3.25,0.20,90.00,HBEFA3/PC_G_EU4,0.00,2739.56,2,gneE0_0,74.97,5510.02,route01,31.26,Car01,0.00,5510.02,0.00,,,,,,,,,,,,,,,
193.00,135.28,8261.28,0.83,3.10,0.20,90.00,HBEFA3/PC_G_EU4,0.00,2634.96,3,gneE0_0,74.84,5419.74,route01,31.11,Car01,0.00,5419.74,0.00,,,,,,,,,,,,,,,
193.00,176.93,10228.39,1.07,4.03,0.25,90.00,HBEFA3/PC_G_EU4,0.00,3262.37,4,gneE0_0,75.36,5337.98,route01,31.24,Car01,0.00,5337.98,0.00,,,,,,,,,,,,,,,
193.00,,,,,,,,,,,,,,,,,,,,:gneJ1_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ1_0_0,33.53,33.53,0.00,0.00,0
193.00,,,,,,,,,,,,,,,,,,,,:gneJ4_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ4_0_0,33.53,33.53,0.00,0.00,0
193.00,,,,,,,,,,,,,,,,,,,,gneE0,257.96,864.82,50280.02,5.22,19.73,1.21,0.00,16036.93,gneE0_0,33.53,31.19,82.33,0.00,5
193.00,,,,,,,,,,,,,,,,,,,,gneE1,479.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,gneE1_0,33.53,33.53,0.00,0.00,0
193.00,,,,,,,,,,,,,,,,,,,,gneE3,239.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,gneE3_0,33.53,33.53,0.00,0.00,0
194.00,26.73,3132.17,0.21,0.69,0.06,90.00,HBEFA3/PC_G_EU4,0.00,999.05,0,gneE0_0,73.74,5711.27,route01,30.74,Car01,0.00,5711.27,0.00,,,,,,,,,,,,,,,
194.00,0.00,0.00,0.00,0.00,0.00,90.00,HBEFA3/PC_G_EU4,0.00,0.00,1,gneE0_0,72.80,5631.33,route01,30.16,Car01,0.00,5631.33,0.00,,,,,,,,,,,,,,,
194.00,0.00,0.00,0.00,0.00,0.00,90.00,HBEFA3/PC_G_EU4,0.00,0.00,2,gneE0_0,72.93,5540.29,route01,30.27,Car01,0.00,5540.29,0.00,,,,,,,,,,,,,,,
194.00,33.35,3440.76,0.24,0.83,0.07,90.00,HBEFA3/PC_G_EU4,0.00,1097.47,3,gneE0_0,73.80,5450.52,route01,30.78,Car01,0.00,5450.52,0.00,,,,,,,,,,,,,,,
194.00,61.02,4673.38,0.40,1.41,0.10,90.00,HBEFA3/PC_G_EU4,0.00,1490.61,4,gneE0_0,74.12,5369.04,route01,31.06,Car01,0.00,5369.04,0.00,,,,,,,,,,,,,,,
194.00,,,,,,,,,,,,,,,,,,,,:gneJ1_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ1_0_0,33.53,33.53,0.00,0.00,0
194.00,,,,,,,,,,,,,,,,,,,,:gneJ4_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ4_0_0,33.53,33.53,0.00,0.00,0
194.00,,,,,,,,,,,,,,,,,,,,gneE0,262.94,121.10,11246.31,0.85,2.93,0.23,0.00,3587.13,gneE0_0,33.53,30.60,80.50,0.00,5
194.00,,,,,,,,,,,,,,,,,,,,gneE1,479.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,gneE1_0,33.53,33.53,0.00,0.00,0
194.00,,,,,,,,,,,,,,,,,,,,gneE3,239.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,gneE3_0,33.53,33.53,0.00,0.00,0
195.00,120.16,7598.12,0.74,2.79,0.18,90.00,HBEFA3/PC_G_EU4,0.00,2423.45,0,gneE0_0,74.63,5742.20,route01,30.93,Car01,0.00,5742.20,0.00,,,,,,,,,,,,,,,
195.00,265.85,14570.10,1.58,6.08,0.36,90.00,HBEFA3/PC_G_EU4,0.00,4647.15,1,gneE0_0,76.61,5662.51,route01,31.19,Car01,0.00,5662.51,0.00,,,,,,,,,,,,,,,
195.00,104.71,7046.86,0.66,2.54,0.16,90.00,HBEFA3/PC_G_EU4,0.00,2247.63,2,gneE0_0,74.31,5570.70,route01,30.41,Car01,0.00,5570.70,0.00,,,,,,,,,,,,,,,
195.00,0.00,0.00,0.00,0.00,0.00,90.00,HBEFA3/PC_G_EU4,0.00,0.00,3,gneE0_0,73.34,5480.78,route01,30.26,Car01,0.00,5480.78,0.00,,,,,,,,,,,,,,,
195.00,0.00,0.00,0.00,0.00,0.00,90.00,HBEFA3/PC_G_EU4,0.00,0.00,4,gneE0_0,73.42,5399.55,route01,30.50,Car01,0.00,5399.55,0.00,,,,,,,,,,,,,,,
195.00,,,,,,,,,,,,,,,,,,,,:gneJ1_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ1_0_0,33.53,33.53,0.00,0.00,0
195.00,,,,,,,,,,,,,,,,,,,,:gneJ4_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ4_0_0,33.53,33.53,0.00,0.00,0
195.00,,,,,,,,,,,,,,,,,,,,gneE0,262.47,490.72,29215.09,2.98,11.41,0.70,0.00,9318.22,gneE0_0,33.53,30.66,81.62,0.00,5
195.00,,,,,,,,,,,,,,,,,,,,gneE1,479.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,gneE1_0,33.53,33.53,0.00,0.00,0
195.00,,,,,,,,,,,,,,,,,,,,gneE3,239.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,gneE3_0,33.53,33.53,0.00,0.00,0
196.00,106.37,6891.97,0.66,2.46,0.16,90.00,HBEFA3/PC_G_EU4,0.00,2198.23,0,gneE0_0,74.51,5773.22,route01,31.02,Car01,0.00,5773.22,0.00,,,,,,,,,,,,,,,
196.00,0.00,0.00,0.00,0.00,0.00,90.00,HBEFA3/PC_G_EU4,0.00,0.00,1,gneE0_0,72.78,5692.62,route01,30.10,Car01,0.00,5692.62,0.00,,,,,,,,,,,,,,,
196.00,138.35,8561.02,0.85,3.25,0.20,90.00,HBEFA3/PC_G_EU4,0.00,2730.56,2,gneE0_0,74.77,5601.43,route01,30.73,Car01,0.00,5601.43,0.00,,,,,,,,,,,,,,,
196.00,251.94,13888.97,1.50,5.75,0.34,90.00,HBEFA3/PC_G_EU4,0.00,4429.90,3,gneE0_0,76.39,5511.98,route01,31.20,Car01,0.00,5511.98,0.00,,,,,,,,,,,,,,,
196.00,35.02,3729.28,0.26,0.98,0.07,90.00,HBEFA3/PC_G_EU4,0.00,1189.49,4,gneE0_0,73.61,5429.78,route01,30.23,Car01,0.00,5429.78,0.00,,,,,,,,,,,,,,,
196.00,,,,,,,,,,,,,,,,,,,,:gneJ1_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ1_0_0,33.53,33.53,0.00,0.00,0
196.00,,,,,,,,,,,,,,,,,,,,:gneJ4_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ4_0_0,33.53,33.53,0.00,0.00,0
196.00,,,,,,,,,,,,,,,,,,,,gneE0,262.48,531.68,33071.24,3.27,12.44,0.78,0.00,10548.18,gneE0_0,33.53,30.66,81.58,0.00,5
196.00,,,,,,,,,,,,,,,,,,,,gneE1,479.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,gneE1_0,33.53,33.53,0.00,0.00,0
196.00,,,,,,,,,,,,,,,,,,,,gneE3,239.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,gneE3_0,33.53,33.53,0.00,0.00,0
197.00,67.04,5034.73,0.44,1.58,0.11,90.00,HBEFA3/PC_G_EU4,0.00,1605.86,0,gneE0_0,74.11,5804.10,route01,30.89,Car01,0.00,5804.10,0.00,,,,,,,,,,,,,,,
197.00,61.64,5101.30,0.41,1.63,0.11,90.00,HBEFA3/PC_G_EU4,0.00,1627.09,1,gneE0_0,73.76,5722.63,route01,30.01,Car01,0.00,5722.63,0.00,,,,,,,,,,,,,,,
197.00,179.19,10343.03,1.08,4.08,0.25,90.00,HBEFA3/PC_G_EU4,0.00,3298.93,2,gneE0_0,75.38,5632.66,route01,31.23,Car01,0.00,5632.66,0.00,,,,,,,,,,,,,,,
197.00,0.00,0.00,0.00,0.00,0.00,90.00,HBEFA3/PC_G_EU4,0.00,0.00,3,gneE0_0,73.12,5542.37,route01,30.39,Car01,0.00,5542.37,0.00,,,,,,,,,,,,,,,
197.00,183.34,10713.71,1.11,4.26,0.26,90.00,HBEFA3/PC_G_EU4,0.00,3417.16,4,gneE0_0,75.34,5460.59,route01,30.81,Car01,0.00,5460.59,0.00,,,,,,,,,,,,,,,
197.00,,,,,,,,,,,,,,,,,,,,:gneJ1_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ1_0_0,33.53,33.53,0.00,0.00,0
197.00,,,,,,,,,,,,,,,,,,,,:gneJ4_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ4_0_0,33.53,33.53,0.00,0.00,0
197.00,,,,,,,,,,,,,,,,,,,,gneE0,262.40,491.21,31192.77,3.04,11.56,0.73,0.00,9949.05,gneE0_0,33.53,30.67,81.42,0.00,5
197.00,,,,,,,,,,,,,,,,,,,,gneE1,479.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,gneE1_0,33.53,33.53,0.00,0.00,0
197.00,,,,,,,,,,,,,,,,,,,,gneE3,239.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,gneE3_0,33.53,33.53,0.00,0.00,0
198.00,0.00,0.00,0.00,0.00,0.00,90.00,HBEFA3/PC_G_EU4,0.00,0.00,0,gneE0_0,72.93,5834.14,route01,30.04,Car01,0.00,5834.14,0.00,,,,,,,,,,,,,,,
198.00,269.64,14798.41,1.60,6.19,0.37,90.00,HBEFA3/PC_G_EU4,0.00,4719.96,1,gneE0_0,76.65,5753.71,route01,31.08,Car01,0.00,5753.71,0.00,,,,,,,,,,,,,,,
198.00,0.00,0.00,0.00,0.00,0.00,90.00,HBEFA3/PC_G_EU4,0.00,0.00,2,gneE0_0,73.21,5663.14,route01,30.48,Car01,0.00,5663.14,0.00,,,,,,,,,,,,,,,
198.00,137.30,8521.04,0.84,3.23,0.20,90.00,HBEFA3/PC_G_EU4,0.00,2717.81,3,gneE0_0,74.75,5573.07,route01,30.70,Car01,0.00,5573.07,0.00,,,,,,,,,,,,,,,
198.00,114.00,7289.31,0.71,2.65,0.17,90.00,HBEFA3/PC_G_EU4,0.00,2324.96,4,gneE0_0,74.57,5491.54,route01,30.95,Car01,0.00,5491.54,0.00,,,,,,,,,,,,,,,
198.00,,,,,,,,,,,,,,,,,,,,:gneJ1_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ1_0_0,33.53,33.53,0.00,0.00,0
198.00,,,,,,,,,,,,,,,,,,,,:gneJ4_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ4_0_0,33.53,33.53,0.00,0.00,0
198.00,,,,,,,,,,,,,,,,,,,,gneE0,262.54,520.95,30608.76,3.15,12.06,0.74,0.00,9762.73,gneE0_0,33.53,30.65,81.62,0.00,5
198.00,,,,,,,,,,,,,,,,,,,,gneE1,479.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,gneE1_0,33.53,33.53,0.00,0.00,0
198.00,,,,,,,,,,,,,,,,,,,,gneE3,239.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,gneE3_0,33.53,33.53,0.00,0.00,0
199.00,253.52,14040.79,1.51,5.83,0.35,90.00,HBEFA3/PC_G_EU4,0.00,4478.32,0,gneE0_0,76.39,5865.16,route01,31.02,Car01,0.00,5865.16,0.00,,,,,,,,,,,,,,,
199.00,75.53,5406.84,0.49,1.76,0.12,90.00,HBEFA3/PC_G_EU4,0.00,1724.55,1,gneE0_0,74.22,5784.70,route01,30.99,Car01,0.00,5784.70,0.00,,,,,,,,,,,,,,,
199.00,65.48,5153.39,0.43,1.65,0.11,90.00,HBEFA3/PC_G_EU4,0.00,1643.71,2,gneE0_0,73.92,5693.52,route01,30.38,Car01,0.00,5693.52,0.00,,,,,,,,,,,,,,,
199.00,155.92,9273.87,0.95,3.58,0.22,90.00,HBEFA3/PC_G_EU4,0.00,2957.93,3,gneE0_0,75.07,5604.15,route01,31.08,Car01,0.00,5604.15,0.00,,,,,,,,,,,,,,,
199.00,125.50,7769.85,0.77,2.87,0.18,90.00,HBEFA3/PC_G_EU4,0.00,2478.22,4,gneE0_0,74.75,5522.69,route01,31.15,Car01,0.00,5522.69,0.00,,,,,,,,,,,,,,,
199.00,,,,,,,,,,,,,,,,,,,,:gneJ1_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ1_0_0,33.53,33.53,0.00,0.00,0
199.00,,,,,,,,,,,,,,,,,,,,:gneJ4_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ4_0_0,33.53,33.53,0.00,0.00,0
199.00,,,,,,,,,,,,,,,,,,,,gneE0,260.22,675.95,41644.74,4.15,15.68,0.98,0.00,13282.73,gneE0_0,33.53,30.92,81.95,0.00,5
199.00,,,,,,,,,,,,,,,,,,,,gneE1,479.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,gneE1_0,33.53,33.53,0.00,0.00,0
199.00,,,,,,,,,,,,,,,,,,,,gneE3,239.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,gneE3_0,33.53,33.53,0.00,0.00,0
200.00,0.00,0.00,0.00,0.00,0.00,90.00,HBEFA3/PC_G_EU4,0.00,0.00,0,gneE0_0,73.10,5895.41,route01,30.25,Car01,0.00,5895.41,0.00,,,,,,,,,,,,,,,
200.00,0.00,0.00,0.00,0.00,0.00,90.00,HBEFA3/PC_G_EU4,0.00,0.00,1,gneE0_0,73.11,5814.94,route01,30.24,Car01,0.00,5814.94,0.00,,,,,,,,,,,,,,,
200.00,234.65,13042.22,1.40,5.35,0.32,90.00,HBEFA3/PC_G_EU4,0.00,4159.83,2,gneE0_0,76.13,5724.74,route01,31.22,Car01,0.00,5724.74,0.00,,,,,,,,,,,,,,,
200.00,89.86,6070.46,0.57,2.07,0.14,90.00,HBEFA3/PC_G_EU4,0.00,1936.21,3,gneE0_0,74.37,5635.21,route01,31.07,Car01,0.00,5635.21,0.00,,,,,,,,,,,,,,,
200.00,0.00,0.00,0.00,0.00,0.00,90.00,HBEFA3/PC_G_EU4,0.00,0.00,4,gneE0_0,72.92,5552.88,route01,30.19,Car01,0.00,5552.88,0.00,,,,,,,,,,,,,,,
200.00,,,,,,,,,,,,,,,,,,,,:gneJ1_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ1_0_0,33.53,33.53,0.00,0.00,0
200.00,,,,,,,,,,,,,,,,,,,,:gneJ4_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ4_0_0,33.53,33.53,0.00,0.00,0
200.00,,,,,,,,,,,,,,,,,,,,gneE0,263.01,324.52,19112.68,1.97,7.42,0.46,0.00,6096.04,gneE0_0,33.53,30.59,81.10,0.00,5
200.00,,,,,,,,,,,,,,,,,,,,gneE1,479.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,gneE1_0,33.53,33.53,0.00,0.00,0
200.00,,,,,,,,,,,,,,,,,,,,gneE3,239.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,gneE3_0,33.53,33.53,0.00,0.00,0
201.00,68.43,5367.61,0.45,1.76,0.12,90.00,HBEFA3/PC_G_EU4,0.00,1712.03,0,gneE0_0,73.88,5925.60,route01,30.19,Car01,0.00,5925.60,0.00,,,,,,,,,,,,,,,
201.00,68.86,5391.86,0.45,1.77,0.12,90.00,HBEFA3/PC_G_EU4,0.00,1719.77,1,gneE0_0,73.88,5845.12,route01,30.18,Car01,0.00,5845.12,0.00,,,,,,,,,,,,,,,
201.00,31.21,3300.24,0.23,0.77,0.06,90.00,HBEFA3/PC_G_EU4,0.00,1052.65,2,gneE0_0,73.82,5755.61,route01,30.87,Car01,0.00,5755.61,0.00,,,,,,,,,,,,,,,
201.00,0.00,0.00,0.00,0.00,0.00,90.00,HBEFA3/PC_G_EU4,0.00,0.00,3,gneE0_0,73.09,5665.49,route01,30.28,Car01,0.00,5665.49,0.00,,,,,,,,,,,,,,,
201.00,59.30,4962.42,0.40,1.57,0.10,90.00,HBEFA3/PC_G_EU4,0.00,1582.80,4,gneE0_0,73.76,5582.97,route01,30.08,Car01,0.00,5582.97,0.00,,,,,,,,,,,,,,,
201.00,,,,,,,,,,,,,,,,,,,,:gneJ1_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ1_0_0,33.53,33.53,0.00,0.00,0
201.00,,,,,,,,,,,,,,,,,,,,:gneJ4_0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,:gneJ4_0_0,33.53,33.53,0.00,0.00,0
201.00,,,,,,,,,,,,,,,,,,,,gneE0,265.38,227.80,19022.12,1.53,5.85,0.40,0.00,6067.25,gneE0_0,33.53,30.32,80.69,0.00,5
201.00,,,,,,,,,,,,,,,,,,,,gneE1,479.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,gneE1_0,33.53,33.53,0.00,0.00,0
201.00,,,,,,,,,,,,,,,,,,,,gneE3,239.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,gneE3_0,33.53,33.53,0.00,0.00,0
202.00,48.75,4473.50,0.34,1.34,0.09,90.00,HBEFA3/PC_G_EU4,0.00,1426.86,0,gneE0_0,73.65,5955.62,route01,30.02,Car01,0.00,5955.62,0.00,,,,,,,,,,,,,,,
202.00,149.89,9177.88,0.92,3.54,0.22,90.00,HBEFA3/PC_G_EU4,0.00,2927.31,1,gneE0_0,74.86,5875.70,route01,30.58,Car01,0.00,5875.70,0.00,,,,,,,,,,,,,,,
202.00,67.68,5117.84,0.44,1.63,0.11,90.00,HBEFA3/PC_G_EU4,0.00,1632.37,2,gneE0_0,74.07,5786.36,route01,30.75,Car01,0.00,5786.36,0.00,,,,,,,,,,,,,,,
